ID,MWE1,MWE2,Language,sentence_1,sentence_2,sim,alternative_1,alternative_2,sentence_previous,sentence_next,label,lemma,cos_sim
150219,elbow room,None,EN,"The open space at the higher end of the town is called ""The Crouch"" a name that is a corruption of ""The Crux.""","The open elbow room at the higher end of the town is called ""The Crouch"" a name that is a corruption of ""The Crux.""",1,empty,empty,It is possibly part of the Ancient Hospital of St. Leonard.,The fine old Hardwicke House in Broad Street is dated 1603.,0,"['open', 'space', 'higher', 'end', 'town', 'called', 'crouch', 'name', 'corruption', 'crux']",0.930958781
600772,elbow room,None,EN,Two only FROM YOU in the Space of near four Months.,Two only FROM YOU in the Space of near four Months.,None,Two only FROM YOU in the Space of near four Months.,Two only FROM YOU in the Space of near four Months.,None,None,0,"['two', 'space', 'near', 'four', 'month']",0.861157319
564362,memory lane,None,EN,"Now they were going memory lane the great house, the trees were tossing their mossy beards and from the gallery Miss Patty was waving to her.","Now they were going retention lane the great house, the trees were tossing their mossy beards and from the gallery Miss Patty was waving to her.",None,"Now they were going past the great house, the trees were tossing their mossy beards and from the gallery Miss Patty was waving to her.","Now they were going retention lane the great house, the trees were tossing their mossy beards and from the gallery Miss Patty was waving to her.","A little way from them, by herself, was Ellen.","Cows grazed in the river, and high above a turkey buzzard soared, gazing down to find death on the earth.",0,"['going', 'memory', 'lane', 'great', 'house', 'tree', 'tossing', 'mossy', 'beard', 'gallery', 'miss', 'patty', 'waving']",0.868301007
742018,memory lane,None,EN,"The devils lied to me, memory lane a doubt.","The devils lied to me, retention lane a doubt.",None,"The devils lied to me, past a doubt.","The devils lied to me, retention lane a doubt.","Going on his way alone, he said to himself: ""I go through ruins, blood, and tears, without finding aught.","And he heard a voice like a low breath, saying: ""In death, ruin, and tears, seek.""",0,"['devil', 'lied', 'memory', 'lane', 'doubt']",0.687045942
956581,small fry,None,EN,"I suppose my silence passes for very artful mystery, and puzzles the ministers who keep spies on the most insignificant foreigner.","I suppose my silence passes for very artful mystery, and puzzles the ministers who keep spies on the most small fry foreigner.",1,empty,empty,"I avoid all politics so much, that I had not heard one word here about Spain.",It would have been lucky if I had been as watchful.,0,"['suppose', 'silence', 'pass', 'artful', 'mystery', 'puzzle', 'minister', 'keep', 'spy', 'insignificant', 'foreigner']",0.717565727
1038940,blue blood,None,EN,"She vividly recalled his manly, resolute face, his blue blood self-possession, and the good nature conspicuous in everything towards everyone.","She vividly recalled his manly, resolute face, his azure lifeblood self-possession, and the good nature conspicuous in everything towards everyone.",None,"She vividly recalled his manly, resolute face, his noble self-possession, and the good nature conspicuous in everything towards everyone.","She vividly recalled his manly, resolute face, his azure lifeblood self-possession, and the good nature conspicuous in everything towards everyone.",But immediately she thought of the man for whom she had given him up.,"She remembered the love for her of the man she loved, and once more all was gladness in her soul, and she lay on the pillow, smiling with happiness.",0,"['vividly', 'recalled', 'manly', 'resolute', 'face', 'blue', 'blood', 'selfpossession', 'good', 'nature', 'conspicuous', 'everything', 'towards', 'everyone']",0.863980917
149998,elbow room,None,EN,New France was at that period not a land where elbow room dwelt with knowledge.,New France was at that period not a land where joint room dwelt with knowledge.,None,New France was at that period not a land where freedom dwelt with knowledge.,New France was at that period not a land where joint room dwelt with knowledge.,None,"Intellectually, the people of New France comprised on the one hand a small élite and on the other a great unlettered mass.",0,"['new', 'france', 'period', 'land', 'elbow', 'room', 'dwelt', 'knowledge']",0.677990524
169891,elbow room,None,EN,"His outer office jutting out into a narrow L overlooked, from a broad window, the empty space of the street.","His outer office jutting out into a narrow L overlooked, from a broad window, the empty elbow room of the street.",1,empty,empty,"Hal, standing at the open second-story window, surveyed the strategic possibilities of the situation.","From the front he could just see the press, behind its plate-glass.",0,"['outer', 'office', 'jutting', 'narrow', 'l', 'overlooked', 'broad', 'window', 'empty', 'space', 'street']",0.854322737
322383,goose egg,None,EN,"""You see, Judah,"" he said, ""I've had a bump in more ways than one.","""You see, Judah,"" he said, ""I've had a goose egg in more ways than one.",1,empty,empty,None,My pride was knocked flat as well as my pocket book.,0,"['see', 'judah', 'said', 'ive', 'bump', 'way', 'one']",0.732467021
465190,memory lane,None,EN,It would be a heap of comfort to have you shake hands and say you're willing to let the memory lane go.,It would be a heap of comfort to have you shake hands and say you're willing to let the retention lane go.,None,It would be a heap of comfort to have you shake hands and say you're willing to let the past go.,It would be a heap of comfort to have you shake hands and say you're willing to let the retention lane go.,"I'm not asking much to-day, just a nice, easy word.","Now, that ain't much to you, but it's a whole lot to me.",0,"['would', 'heap', 'comfort', 'shake', 'hand', 'say', 'youre', 'willing', 'let', 'memory', 'lane', 'go']",0.795802164
735366,elbow room,None,EN,The inside of the ring or the elbow room surrounded was 6 feet east and west by 4 feet north and south.,The inside of the ring or the joint room surrounded was 6 feet east and west by 4 feet north and south.,None,The inside of the ring or the space surrounded was 6 feet east and west by 4 feet north and south.,The inside of the ring or the joint room surrounded was 6 feet east and west by 4 feet north and south.,The outside of the ring was 10 feet east and west by 5 feet north and south.,None,0,"['inside', 'ring', 'elbow', 'room', 'surrounded', '6', 'foot', 'east', 'west', '4', 'foot', 'north', 'south']",0.705519559
777061,elbow room,None,EN,Wild animals living in freedom retain their full vigor unimpaired almost to the end of life.,Wild animals living in elbow room retain their full vigor unimpaired almost to the end of life.,1,empty,empty,None,None,0,"['wild', 'animal', 'living', 'freedom', 'retain', 'full', 'vigor', 'unimpaired', 'almost', 'end', 'life']",0.66626584
908832,memory lane,None,EN,For an instant the man's eyes shifted memory lane Philip to where the doctor was standing.,For an instant the man's eyes shifted retention lane Philip to where the doctor was standing.,None,For an instant the man's eyes shifted past Philip to where the doctor was standing.,For an instant the man's eyes shifted retention lane Philip to where the doctor was standing.,"Guess you were a little out of your head, weren't you?""","He says I was calling for Pierre, and Pierre was dead.",0,"['instant', 'man', 'eye', 'shifted', 'memory', 'lane', 'philip', 'doctor', 'standing']",0.827205611
960892,memory lane,None,EN,A number of men memory lane middle age sat around a small table in one corner playing old sledge.,A number of men retention lane middle age sat around a small table in one corner playing old sledge.,None,A number of men past middle age sat around a small table in one corner playing old sledge.,A number of men retention lane middle age sat around a small table in one corner playing old sledge.,None,They looked up at me as I entered.,0,"['number', 'men', 'memory', 'lane', 'middle', 'age', 'sat', 'around', 'small', 'table', 'one', 'corner', 'playing', 'old', 'sledge']",0.852233155
48626,memory lane,None,EN,"[18] On being led memory lane the other Tyrolese prisoners, they embraced his knees, weeping.","[18] On being led retention lane the other Tyrolese prisoners, they embraced his knees, weeping.",None,"[18] On being led past the other Tyrolese prisoners, they embraced his knees, weeping.","[18] On being led retention lane the other Tyrolese prisoners, they embraced his knees, weeping.",He prepared cheerfully for death.,He gave them his blessing.,0,"['18', 'led', 'memory', 'lane', 'tyrolese', 'prisoner', 'embraced', 'knee', 'weeping']",0.875587483
1039774,fair play,None,EN,We will not hesitate to take the actions needed to protect the fair play of the American dollar.,We will not hesitate to take the actions needed to protect the equal game of the American dollar.,None,We will not hesitate to take the actions needed to protect the integrity of the American dollar.,We will not hesitate to take the actions needed to protect the equal game of the American dollar.,None,We are trying to develop a more just international system.,0,"['hesitate', 'take', 'action', 'needed', 'protect', 'fair', 'play', 'american', 'dollar']",0.822432305
1110973,memory lane,None,EN,"For the five boys spent the entire morning in sweet idleness, content to let the hours drift past without exerting themselves.","For the five boys spent the entire morning in sweet idleness, content to let the hours drift memory lane without exerting themselves.",1,empty,empty,None,"Tubby, Andy and Sim had heard enough to know that there was something queer connected with Peleg’s actions.",0,"['five', 'boy', 'spent', 'entire', 'morning', 'sweet', 'idleness', 'content', 'let', 'hour', 'drift', 'past', 'without', 'exerting']",0.827826465
642210,elbow room,None,EN,"She suffered now for affection, for companionship, for the elbow room of outdoor life; but never for food or for suitable garments.","She suffered now for affection, for companionship, for the joint room of outdoor life; but never for food or for suitable garments.",None,"She suffered now for affection, for companionship, for the freedom of outdoor life; but never for food or for suitable garments.","She suffered now for affection, for companionship, for the joint room of outdoor life; but never for food or for suitable garments.","Her dark eyes were soft and very lovely, her little face decidedly bright and attractive.","It is to be feared that Mrs. Huntington, during all the time that she looked after Jeannette, put _clothes_ before any other consideration.",0,"['suffered', 'affection', 'companionship', 'elbow', 'room', 'outdoor', 'life', 'never', 'food', 'suitable', 'garment']",0.899676075
86805,elbow room,None,EN,Giving out handbills about freedom for India--howling over deportation.,Giving out handbills about elbow room for India--howling over deportation.,1,empty,empty,FEJEVARY: One of our beloved Hindus made himself obnoxious on the campus.,Our American boys wouldn't stand for it.,0,"['giving', 'handbill', 'freedom', 'indiahowling', 'deportation']",0.706449097
63370,ancient history,None,EN,"It was indeed Perry Jounce, but he had changed so ancient history four and twenty hours as to seem like another man.","It was indeed Perry Jounce, but he had changed so history four and twenty hours as to seem like another man.",None,"It was indeed Perry Jounce, but he had changed so in the past four and twenty hours as to seem like another man.","It was indeed Perry Jounce, but he had changed so history four and twenty hours as to seem like another man.",Barkswell stared in a startled way into the face of the new-comer.,"His beard was gone, and a new hat and suit of clothes altered his appearance wonderfully.",0,"['indeed', 'perry', 'jounce', 'changed', 'ancient', 'history', 'four', 'twenty', 'hour', 'seem', 'like', 'another', 'man']",0.938343074
1009046,top dog,None,EN,It was this that the MacKenzie top dog had counted on as certain to prove a check to the flying Allan of Lundy.,It was this that the MacKenzie best dog had counted on as certain to prove a check to the flying Allan of Lundy.,None,It was this that the MacKenzie leader had counted on as certain to prove a check to the flying Allan of Lundy.,It was this that the MacKenzie best dog had counted on as certain to prove a check to the flying Allan of Lundy.,The very stream that was heard to rush through it was there invisible.,None,0,"['mackenzie', 'top', 'dog', 'counted', 'certain', 'prove', 'check', 'flying', 'allan', 'lundy']",0.712939782
313566,heavy cross,None,EN,"At any rate, I succeeded in reaching the top, and sank exhausted there, holding my heavy cross under the dark, sighing evergreens.","At any rate, I succeeded in reaching the top, and sank exhausted there, holding my weighty cross under the dark, sighing evergreens.",None,"At any rate, I succeeded in reaching the top, and sank exhausted there, holding my burden under the dark, sighing evergreens.","At any rate, I succeeded in reaching the top, and sank exhausted there, holding my weighty cross under the dark, sighing evergreens.","How I clambered up that steep bank, I do not remember.","I raised her up, and made my way to a house.",0,"['rate', 'succeeded', 'reaching', 'top', 'sank', 'exhausted', 'holding', 'heavy', 'cross', 'dark', 'sighing', 'evergreen']",0.810136208
142418,melting pot,None,EN,"If desired, a melting pot of grains may be used.","If desired, a unfrozen pot of grains may be used.",None,"If desired, a mixture of grains may be used.","If desired, a unfrozen pot of grains may be used.","PARCHED GRAIN COFFEE.--Brown in the oven some perfectly sound wheat, sweet corn, barley, or rice, as you would the coffee berry.","Mix the white of an egg with three tablespoonfuls of the ground grain, and pour over it a quart of boiling water.",0,"['desired', 'melting', 'pot', 'grain', 'may', 'used']",0.807904395
1059338,closed book,None,EN,She was content to let all that was still a closed book remain for the present.,She was content to let all that was still a shut book remain for the present.,None,She was content to let all that was still a mystery remain for the present.,She was content to let all that was still a shut book remain for the present.,None,She had enough to think about and enjoy.,0,"['content', 'let', 'still', 'closed', 'book', 'remain', 'present']",0.872458364
1027664,memory lane,None,EN,At that moment a woman-form drifted memory lane me from the ship.,At that moment a woman-form drifted retention lane me from the ship.,None,At that moment a woman-form drifted past me from the ship.,At that moment a woman-form drifted retention lane me from the ship.,But now his capacity for dissimulating had apparently reached its limit.,The anamorph had come to perform her self-appointed duty.,0,"['moment', 'womanform', 'drifted', 'memory', 'lane', 'ship']",0.808817409
1153414,memory lane,None,EN,"And on that very day, also, came Jethro Fawe out of the Past and demanded her return.","And on that very day, also, came Jethro Fawe out of the Past and demanded her return.",None,"And on that very day, also, came Jethro Fawe out of the Past and demanded her return.","And on that very day, also, came Jethro Fawe out of the Past and demanded her return.",That day saw her whole horizon alter; that day saw this man beside her enter on the stage of her life.,That had been a day of Destiny.,0,"['day', 'also', 'came', 'jethro', 'fawe', 'past', 'demanded', 'return']",0.832515948
900233,front runner,None,EN,"Le Brun of herself, a very favourite subject of copy, and with herself a not uncommon subject of her brush, as may be noticed in the Louvre.","Le Brun of herself, a very front runner subject of copy, and with herself a not uncommon subject of her brush, as may be noticed in the Louvre.",1,empty,empty,None,A very large room is likewise set apart mainly for the exhibition of seventeen most painfully–expressive statues of the famous Niobe group.,0,"['le', 'brun', 'favourite', 'subject', 'copy', 'uncommon', 'subject', 'brush', 'may', 'noticed', 'louvre']",0.731534614
1082984,melting pot,None,EN,The cause of this yellowness is by our author supposed to be an absorption and melting pot of the bile with the blood.,The cause of this yellowness is by our author supposed to be an absorption and unfrozen pot of the bile with the blood.,None,The cause of this yellowness is by our author supposed to be an absorption and mixture of the bile with the blood.,The cause of this yellowness is by our author supposed to be an absorption and unfrozen pot of the bile with the blood.,None,None,0,"['cause', 'yellowness', 'author', 'supposed', 'absorption', 'melting', 'pot', 'bile', 'blood']",0.803287501
166579,memory lane,None,EN,"""How exquisite it was, that cluster of white marble relics of the past on the bosom of dusky Pisa.","""How exquisite it was, that cluster of white marble relics of the memory lane on the bosom of dusky Pisa.",1,empty,empty,"But I don't suppose that kind of forethought is common.""","It reminded me,"" said momma, poetically, ""of an old maid's pearls.""",0,"['exquisite', 'cluster', 'white', 'marble', 'relic', 'past', 'bosom', 'dusky', 'pisa']",0.518508
479310,top dog,None,EN,inquired the top dog of the rustlers.,inquired the best dog of the rustlers.,None,inquired the leader of the rustlers.,inquired the best dog of the rustlers.,"""Who are you and what might be your business, may I ask?""",None,0,"['inquired', 'top', 'dog', 'rustler']",0.530330086
589584,elbow room,None,EN,"Glasgow, elbow room case in, § 12, D 7.","Glasgow, joint room case in, § 12, D 7.",None,"Glasgow, freedom case in, § 12, D 7.","Glasgow, joint room case in, § 12, D 7.","Giddings resolution, § 28, B 23, B 25, B 27, B 28.","Glocester, given jurisdiction over runaways, A 24.",0,"['glasgow', 'elbow', 'room', 'case', '§', '12', '7']",0.364581126
912506,elbow room,None,EN,"In many cases, the living elbow room was also shared by sickly or no-good relatives and even by unrelated families.","In many cases, the living joint room was also shared by sickly or no-good relatives and even by unrelated families.",None,"In many cases, the living space was also shared by sickly or no-good relatives and even by unrelated families.","In many cases, the living joint room was also shared by sickly or no-good relatives and even by unrelated families.","At best, the few available apartments were shared by three generations: parents, married offspring and their children.",These living arrangements - more adapted to rustic open spaces than to high rises - led to severe social and psychological dysfunctions.,0,"['many', 'case', 'living', 'elbow', 'room', 'also', 'shared', 'sickly', 'nogood', 'relative', 'even', 'unrelated', 'family']",0.745734213
5058,grandfather clock,None,EN,"When she reached Lange's winter garden, its grandfather clock said ten minutes past ten, but she knew it must be fast.","When she reached Lange's winter garden, its granddad clock said ten minutes past ten, but she knew it must be fast.",None,"When she reached Lange's winter garden, its clock said ten minutes past ten, but she knew it must be fast.","When she reached Lange's winter garden, its granddad clock said ten minutes past ten, but she knew it must be fast.",She passed through the office at five minutes to ten.,None,0,"['reached', 'lange', 'winter', 'garden', 'grandfather', 'clock', 'said', 'ten', 'minute', 'past', 'ten', 'knew', 'must', 'fast']",0.775416091
332511,elbow room,None,EN,"Had there been some little space between them, the animal would probably have turned and fled; but, being taken by surprise, he stood fast.","Had there been some little elbow room between them, the animal would probably have turned and fled; but, being taken by surprise, he stood fast.",1,empty,empty,None,McLeod and his daughter stood aghast on seeing the monster.,0,"['little', 'space', 'animal', 'would', 'probably', 'turned', 'fled', 'taken', 'surprise', 'stood', 'fast']",0.668830569
559947,heavy cross,None,EN,"He seem'd much concerned, and complained of a great Burden of Sins to answer for; expressing often _Lord, what shall I do to be Saved_!","He seem'd much concerned, and complained of a great Burden of Sins to answer for; expressing often _Lord, what shall I do to be Saved_!",1,empty,empty,"He appeared very Penitent since his Condemnation, was very diligent to improve his time going to, and at the place of Execution.","He cryed of injustice done him, and said _It is very hard for so many lives to be taken away for a little Gold_.",0,"['seemd', 'much', 'concerned', 'complained', 'great', 'burden', 'sin', 'answer', 'expressing', 'often', 'lord', 'shall', 'saved']",0.762621484
849504,top dog,None,EN,They were in an old message from the pen of our Leader to her 'boys.',They were in an old message from the pen of our Leader to her 'boys.',None,They were in an old message from the pen of our Leader to her 'boys.',They were in an old message from the pen of our Leader to her 'boys.',"It was difficult to decipher, but with care I made out these words that I have never forgotten.","'If I can afford to face difficulties and yet go on with a faith that wavers not, you can also.",0,"['old', 'message', 'pen', 'leader', 'boy']",0.471404521
434007,memory lane,None,EN,As the people and soldiers saw him ride past they cried out: 'Here comes the Satin Surgeon!,As the people and soldiers saw him ride memory lane they cried out: 'Here comes the Satin Surgeon!,1,empty,empty,None,Look at the Satin Surgeon!,0,"['people', 'soldier', 'saw', 'ride', 'past', 'cried', 'come', 'satin', 'surgeon']",0.849212673
1152954,memory lane,None,EN,It was quite natural that presently Madame Lavilette should see possibilities beyond all her memory lane imaginations.,It was quite natural that presently Madame Lavilette should see possibilities beyond all her retention lane imaginations.,None,It was quite natural that presently Madame Lavilette should see possibilities beyond all her past imaginations.,It was quite natural that presently Madame Lavilette should see possibilities beyond all her retention lane imaginations.,"With a certain genial capacity for universal blarney, he was at first as impressive with Sophie as he was attentive to Christine.",None,0,"['quite', 'natural', 'presently', 'madame', 'lavilette', 'see', 'possibility', 'beyond', 'memory', 'lane', 'imagination']",0.836733732
572103,grandfather clock,None,EN,A little round metal clock on the mantel was ticking sharply.,A little round metal grandfather clock on the mantel was ticking sharply.,1,empty,empty,"The sheer thought of the kitchen where his young wife had worked, somehow suggested her death.","He got up and wound it, as usual, at that hour.",0,"['little', 'round', 'metal', 'clock', 'mantel', 'ticking', 'sharply']",0.875739038
884019,number crunching,None,EN,The {438} horrible calculations of this second Nero were often developed in a way that could not be mistaken.,The {438} horrible number crunching of this second Nero were often developed in a way that could not be mistaken.,1,empty,empty,"As Lieutenant Governor, he had only to wink, and the mob went from maltreatment to murder.","Early on the morning of the 5th, say at 1 o'clock a. m., he came to Phelps, Gilbert, and Partridge, and told them to flee for their lives.",0,"['438', 'horrible', 'calculation', 'second', 'nero', 'often', 'developed', 'way', 'could', 'mistaken']",0.87356806
873981,grandfather clock,None,EN,"No organic disease, y’know, but just""—he made a little gesture—""like a clock that’s run down.","No organic disease, y’know, but just""—he made a little gesture—""like a grandfather clock that’s run down.",1,empty,empty,"""Won’t last much longer, I’m afraid: a day or so at the most.","Not an old man either, as men go.",0,"['organic', 'disease', '’', 'know', 'just—he', 'made', 'little', 'gesture—like', 'clock', '’', 'run']",0.873478615
1166494,front runner,None,EN,"He abounds in several frugal maxims, amongst which the greatest front runner is, 'A penny saved is a penny got.'","He abounds in several frugal maxims, amongst which the greatest forepart runner is, 'A penny saved is a penny got.'",None,"He abounds in several frugal maxims, amongst which the greatest favourite is, 'A penny saved is a penny got.'","He abounds in several frugal maxims, amongst which the greatest forepart runner is, 'A penny saved is a penny got.'","I have heard him prove, that diligence makes more lasting acquisitions than valour, and that sloth has ruined more nations than the sword.",None,0,"['abounds', 'several', 'frugal', 'maxim', 'amongst', 'greatest', 'front', 'runner', 'penny', 'saved', 'penny', 'got']",0.815863138
746741,closed book,None,EN,"""There is no single fact or incident in the Idylls,"" he said, ""which cannot be explained without any mystery or allegory whatever.""","""There is no single fact or incident in the Idylls,"" he said, ""which cannot be explained without any closed book or allegory whatever.""",1,empty,empty,None,"Hence their appeal to the least mystical reader, through sheer beauty of language and superb pictorial effect.",0,"['single', 'fact', 'incident', 'idyll', 'said', 'explained', 'without', 'mystery', 'allegory', 'whatever']",0.877561931
959145,blue blood,None,EN,"Monsieur le Comte saw a sudden flush mount up into my cheek, and judging from his own great and noble heart, he mistook the cause.","Monsieur le Comte saw a sudden flush mount up into my cheek, and judging from his own great and blue blood heart, he mistook the cause.",1,empty,empty,None,"""I see what you think, Monsieur de l'Orme,"" said he; ""you judge it mean to work with such tools; but you are wrong.",0,"['monsieur', 'le', 'comte', 'saw', 'sudden', 'flush', 'mount', 'cheek', 'judging', 'great', 'noble', 'heart', 'mistook', 'cause']",0.815649443
247733,elbow room,None,EN,"The pecuniary gain is not obvious, but I had bought freedom into the bargain.","The pecuniary gain is not obvious, but I had bought elbow room into the bargain.",1,empty,empty,"Before ten I had an offer of twenty-five francs; and before noon, after a desperate engagement, I sold her, saddle and all, for five- and-thirty.","St Jean du Gard is a large place, and largely Protestant.",0,"['pecuniary', 'gain', 'obvious', 'bought', 'freedom', 'bargain']",0.705872583
307206,memory lane,None,EN,"She pushed memory lane him and he obeyed, still dumb with surprise and the shock of his sudden awakening.","She pushed retention lane him and he obeyed, still dumb with surprise and the shock of his sudden awakening.",None,"She pushed past him and he obeyed, still dumb with surprise and the shock of his sudden awakening.","She pushed retention lane him and he obeyed, still dumb with surprise and the shock of his sudden awakening.","""Come into your sitting room.""","Catherine herself seemed unaware of his unusual costume, reckless of the hour and the strangeness of her visit.",0,"['pushed', 'memory', 'lane', 'obeyed', 'still', 'dumb', 'surprise', 'shock', 'sudden', 'awakening']",0.751579852
647388,blue blood,None,EN,"We have some blue blood men in the old land yet!""","We have some azure lifeblood men in the old land yet!""",None,"We have some noble men in the old land yet!""","We have some azure lifeblood men in the old land yet!""",That is how things should stand between master and men.,"""Now, Mr. Chillingworth,"" broke in his hostess, ""you're not going to go back on _us_, surely!""",0,"['blue', 'blood', 'men', 'old', 'land', 'yet']",0.825789601
1007688,elbow room,None,EN,"Edith was working on that elbow room station stuff and the iron curtain people would give a lot to know about it.""","Edith was working on that joint room station stuff and the iron curtain people would give a lot to know about it.""",None,"Edith was working on that space station stuff and the iron curtain people would give a lot to know about it.""","Edith was working on that joint room station stuff and the iron curtain people would give a lot to know about it.""","It might have been an outside job, you know.","""Hell,"" I said pressing the studs and levers that would arouse Edith and put her to work.",0,"['edith', 'working', 'elbow', 'room', 'station', 'stuff', 'iron', 'curtain', 'people', 'would', 'give', 'lot', 'know']",0.785573532
60584,memory lane,None,EN,"Would that my hiding-place were lonelier, so that the memory lane might not find me!","Would that my hiding-place were lonelier, so that the retention lane might not find me!",None,"Would that my hiding-place were lonelier, so that the past might not find me!","Would that my hiding-place were lonelier, so that the retention lane might not find me!","Sometimes, too, the Past comes back, and finds me here, and in her train come faces which were gladsome, when I knew them, yet seem not gladsome now.","Get ye all gone, old friends, and let me listen to the murmur of the sea,--a melancholy voice, but less sad than yours.",0,"['would', 'hidingplace', 'lonelier', 'memory', 'lane', 'might', 'find']",0.871614293
571742,number crunching,None,EN,"Reed asked, with a significant smile, referring to some estimates and number crunching of John's which he had just submitted to his partner.","Reed asked, with a significant smile, referring to some estimates and crunching of John's which he had just submitted to his partner.",None,"Reed asked, with a significant smile, referring to some estimates and calculations of John's which he had just submitted to his partner.","Reed asked, with a significant smile, referring to some estimates and crunching of John's which he had just submitted to his partner.","""Well, what do you think of Trott now?""","""I think he is a wonder,"" Pilcher returned.",0,"['reed', 'asked', 'significant', 'smile', 'referring', 'estimate', 'number', 'crunching', 'john', 'submitted', 'partner']",0.874823473
698887,blue blood,None,EN,He raised his eyes; that noble form was even then gliding over the square; she shone out of the confused multitude like a sun.,He raised his eyes; that blue blood form was even then gliding over the square; she shone out of the confused multitude like a sun.,1,empty,empty,All these scenes of his new existence again moved through his remembrance.,"A lovely music sounded in his longing heart; and as she approached, he retired into the church.",0,"['raised', 'eye', 'noble', 'form', 'even', 'gliding', 'square', 'shone', 'confused', 'multitude', 'like', 'sun']",0.834438838
124502,blue blood,None,EN,"However short it may have been, the honeymoon did shine into the heart of that blue blood and most unfortunate woman.","However short it may have been, the honeymoon did shine into the heart of that azure lifeblood and most unfortunate woman.",None,"However short it may have been, the honeymoon did shine into the heart of that noble and most unfortunate woman.","However short it may have been, the honeymoon did shine into the heart of that azure lifeblood and most unfortunate woman.",None,You know that in those days women nursed their children.,0,"['however', 'short', 'may', 'honeymoon', 'shine', 'heart', 'blue', 'blood', 'unfortunate', 'woman']",0.717076878
169511,front runner,None,EN,The Queen herself as good as bid me wed her favourite Lady.,The Queen herself as good as bid me wed her front runner Lady.,1,empty,empty,"I need not tell thee, my cousin 'Frida failed.","The Queen herself had to discover that she could command an English soldier's life, but not his love.",0,"['queen', 'good', 'bid', 'wed', 'favourite', 'lady']",0.636180301
1056855,elbow room,None,EN,"The baby had grown restless, and Flies Low had loosened the babe’s wrappings to give freedom of his limbs.","The baby had grown restless, and Flies Low had loosened the babe’s wrappings to give elbow room of his limbs.",1,empty,empty,"[31] ēē nä´ I have said that Flies Low sat in our second boat, with my little son in his arms.","A sudden billow rocked the boat, throwing Flies Low against the side and tumbling my little son out of his arms into the water.",0,"['baby', 'grown', 'restless', 'fly', 'low', 'loosened', 'babe', '’', 'wrapping', 'give', 'freedom', 'limb']",0.466723098
976721,top dog,None,EN,"""Your age, name and calling,"" said a man to me who seemed to be the leader and was, as I later learned, the lieutenant in command.","""Your age, name and calling,"" said a man to me who seemed to be the top dog and was, as I later learned, the lieutenant in command.",1,empty,empty,None,None,0,"['age', 'name', 'calling', 'said', 'man', 'seemed', 'leader', 'later', 'learned', 'lieutenant', 'command']",0.745511259
331791,elbow room,None,EN,"Constance obeyed her father, while he continued pacing up and down the narrow space allowed him, to collect his thoughts.","Constance obeyed her father, while he continued pacing up and down the narrow elbow room allowed him, to collect his thoughts.",1,empty,empty,"You require rest; and we know not what we may have to go through.""",None,0,"['constance', 'obeyed', 'father', 'continued', 'pacing', 'narrow', 'space', 'allowed', 'collect', 'thought']",0.932114382
681949,memory lane,None,EN,"""My daughter and I have been sort of living in the woods for the past week,"" he said.","""My daughter and I have been sort of living in the woods for the memory lane week,"" he said.",1,empty,empty,"As he hastened along, he told the boys what it was.","""We have taken auto trips as far as the machine would go, and then have tramped the rest of the way.",0,"['daughter', 'sort', 'living', 'wood', 'past', 'week', 'said']",0.607378692
586881,memory lane,None,EN,"But by one of those sudden mental clutches which strike across our brain sometimes, she seized upon the past and worked it into the present.","But by one of those sudden mental clutches which strike across our brain sometimes, she seized upon the memory lane and worked it into the present.",1,empty,empty,None,None,0,"['one', 'sudden', 'mental', 'clutch', 'strike', 'across', 'brain', 'sometimes', 'seized', 'upon', 'past', 'worked', 'present']",0.828113639
457430,elbow room,None,EN,"Well, the rocket was constructed, and shot outward into elbow room by a series of explosions.","Well, the rocket was constructed, and shot outward into joint room by a series of explosions.",None,"Well, the rocket was constructed, and shot outward into space by a series of explosions.","Well, the rocket was constructed, and shot outward into joint room by a series of explosions.","""But I, too, was curious, and Lunar did not care.","No word was ever received from Lunar, though it was known that she landed on the Moon!",0,"['well', 'rocket', 'constructed', 'shot', 'outward', 'elbow', 'room', 'series', 'explosion']",0.760772167
15231,big picture,None,EN,The whole situation lent itself to this terrible transformation.,The big picture lent itself to this terrible transformation.,1,empty,empty,None,None,0,"['whole', 'situation', 'lent', 'terrible', 'transformation']",0.752485326
304599,honey trap,None,EN,"The question is, if I am to lure that man to France what will you and your government do to help me?""","The question is, if I am to honey trap that man to France what will you and your government do to help me?""",1,empty,empty,"I know that well enough, and you may believe me, and you will, Citizen, when I say that I care but little about that.","""Everything,"" replied Robespierre, ""provided you have a definite plan and a definite purpose.",0,"['question', 'lure', 'man', 'france', 'government', 'help']",0.836855556
942169,elbow room,None,EN,Every person above fourteen years of age requires about six hundred cubic feet of shut-up space to breathe in during the twenty-four hours.,Every person above fourteen years of age requires about six hundred cubic feet of shut-up elbow room to breathe in during the twenty-four hours.,1,empty,empty,A deficiency of food may be considerably less injurious than a deficiency of pure air.,"[1] If he sleeps in a room of smaller dimensions, he will suffer more or less, and gradually approach the condition of being smothered.",0,"['every', 'person', 'fourteen', 'year', 'age', 'requires', 'six', 'hundred', 'cubic', 'foot', 'shutup', 'space', 'breathe', 'twentyfour', 'hour']",0.705074875
