ID,MWE1,MWE2,Language,sentence_1,sentence_2,sim,alternative_1,alternative_2,sentence_previous,sentence_next,sentence_1_inferences
662421,front runner,None,EN,"One of the favourite cries of our enemies is that we are revolutionists, up-setters, and destroyers of cherished customs.","One of the front runner cries of our enemies is that we are revolutionists, up-setters, and destroyers of cherished customs.",1,empty,empty,"""For all that I do, sir, there is a goodly reason.",We refute this base slander by pointing to your costermongers.,"['to be a revolutionary', 'to know how to do something', 'to be a leader', 'to make people happy', 'to make a difference', 'to become a leader', 'happy', 'like a winner', 'personx gets into trouble', 'punished', 'stupid', 'rebellious']"
648556,silver screen,None,EN,"Novels led in number, naturally, works of fiction old and new, in general such trash as furnishes the silver screen with most of its plot material.","Novels led in number, naturally, works of fiction old and new, in general such trash as furnishes the screen with most of its plot material.",None,"Novels led in number, naturally, works of fiction old and new, in general such trash as furnishes the cinema with most of its plot material.","Novels led in number, naturally, works of fiction old and new, in general such trash as furnishes the screen with most of its plot material.","Curiosity concerning Lynn's tastes, when he did find time to read, moved Lucinda to con the straggling squad of titles.",None,"['to read', 'to go to the library', 'to make a living', 'to be the best', 'to make a living', 'to get a good grade', 'accomplished', 'like a good writer', 'reads', 'makes a living', 'stupid', 'dishonest']"
852774,grandfather clock,None,EN,"The grandfather clock said, Five minutes: a secret chiromancy in addition indicating on its face the word Fool.","The granddad clock said, Five minutes: a secret chiromancy in addition indicating on its face the word Fool.",None,"The clock said, Five minutes: a secret chiromancy in addition indicating on its face the word Fool.","The granddad clock said, Five minutes: a secret chiromancy in addition indicating on its face the word Fool.",He lifted his hat; he heard an alarmed little cry and retired.,An odd word to be cast at him!,"['to know the secret', 'to hear the secret chiromancy', 'to know the secret', 'to know', 'to find out the secret', 'to tell everyone about the secret', 'happy', 'informed', 'goes to sleep', 'gets a headache', 'curious', 'happy']"
785322,memory lane,None,EN,The figures which move by us as we try to summon up the panorama of that memory lane are indistinct and obscure.,The figures which move by us as we try to summon up the panorama of that retention lane are indistinct and obscure.,None,The figures which move by us as we try to summon up the panorama of that past are indistinct and obscure.,The figures which move by us as we try to summon up the panorama of that retention lane are indistinct and obscure.,None,"They are shadows walking in the dusk, and we strive in vain to vest them with a semblance of the personality which once was theirs.","['to see something', 'to go to the store', 'to remember', 'to see the world', 'to learn more', 'to find out more', 'accomplished', 'daring', 'smiles', 'personx is lost', 'lost', 'unsure']"
452623,brass ring,None,EN,"When a tempting morsel fell to the possession of any one, a stronger neighbour would seize and bear off the prize in triumph.","When a tempting morsel fell to the possession of any one, a stronger neighbour would seize and bear off the brass ring in triumph.",1,empty,empty,None,"All right was now a matter or pure might, and lucky it was that it did not end in a fight between our men and the villagers.","['to find a prize', 'to go to the store', 'to win', 'the prize', 'to win the prize', 'to make a deal', 'happy', 'guilty', 'smiles', 'personx is arrested', 'lucky', 'greedy']"
679000,blue blood,None,EN,"And Kosciusko, scorning fear, Beside him blue blood Lafayette; And gallant ""Light Horse Harry"" here His kindly chief for counsel met.","And Kosciusko, scorning fear, Beside him azure lifeblood Lafayette; And gallant ""Light Horse Harry"" here His kindly chief for counsel met.",None,"And Kosciusko, scorning fear, Beside him noble Lafayette; And gallant ""Light Horse Harry"" here His kindly chief for counsel met.","And Kosciusko, scorning fear, Beside him azure lifeblood Lafayette; And gallant ""Light Horse Harry"" here His kindly chief for counsel met.","was seen, And Arnold--black his memory still.","""Mad Antony"" was here a guest,-- Madly he charged, but shrewdly planned; And many another in whose breast Was faithful counsel for our land.","['to meet someone', 'to find out what happened', 'to help', 'to be heard', 'to be loved', 'to get away from him', 'happy', 'like a coward', 'goes to jail', 'goes to war', 'helpful', 'daring']"
1074867,brass ring,None,EN,"When eight years of age he was placed at the music school at Li�ge, where in two years he gained the first prize in the preparatory classes.","When eight years of age he was placed at the music school at Li�ge, where in two years he gained the first brass ring in the preparatory classes.",1,empty,empty,None,"In 1864 he secured the gold medal, which is awarded only to pupils of extraordinary talent.","['to go to the school', 'to be in school', 'to be the best', 'to have a career', 'to learn more', 'to have a good life', 'proud', 'happy .', 'becomes famous', 'personx gets a diploma', 'proud', 'daring']"
441834,blue blood,None,EN,"Then, going back still further, we know that her father was a Bavarian, a petty blue blood of some sort--baron, I believe.","Then, going back still further, we know that her father was a Bavarian, a petty azure lifeblood of some sort--baron, I believe.",None,"Then, going back still further, we know that her father was a Bavarian, a petty noble of some sort--baron, I believe.","Then, going back still further, we know that her father was a Bavarian, a petty azure lifeblood of some sort--baron, I believe.","She got her divorce in England; that's on record, and we have it in her dossier.","Her mother's name was Elven, a Breton peasant; it was a m�salliance--trouble of all sorts--I forget, but I believe her uncle brought her up.","['to be a Bavarian', 'to go to the baron', 'to make a difference', 'to be racist', 'to learn more', 'to get away from her father', 'happy', 'stupid', 'goes to jail', 'personx gets a tattoo', 'racist', 'bully']"
677606,grandfather clock,None,EN,And on the wooden shelf above the man's head the little alarm grandfather clock ticked brassily.,And on the wooden shelf above the man's head the little alarm granddad clock ticked brassily.,None,And on the wooden shelf above the man's head the little alarm clock ticked brassily.,And on the wooden shelf above the man's head the little alarm granddad clock ticked brassily.,"Outside, the wind tore at the eaves, the sound muffled by its full freighting of snow.",Once more Margot's eyes opened and the muscles of the white pain-racked face relaxed.,"['to open the door', 'to get up', 'to wake up', 'to go to bed', 'to go to sleep', 'to watch tv', 'happy', 'sad', 'goes to sleep', 'turns off the clock', 'responsible', 'alert']"
872663,heavy cross,None,EN,"To love is to saddle oneself with an imperious burden up to the very moment when, ceasing to be free, one ceases to be strong.","To love is to saddle oneself with an imperious heavy cross up to the very moment when, ceasing to be free, one ceases to be strong.",1,empty,empty,"In the hour of this catastrophe, another man understands, he takes from him the woman who is breaking his arms.",_La Motte de terre_ explains this lucidly and forcefully.,"['to stop being free', 'to know how to be free', 'to be free', 'to be a coward', 'to be free', 'to find a way out', 'free', 'like a failure', 'falls down', 'personx loses their mind', 'defeated', 'independent']"
496276,fair play,None,EN,"Despite what may be said to the contrary, fair play is the only thing in the newspaper profession, as in life itself, that really counts.","Despite what may be said to the contrary, equal game is the only thing in the newspaper profession, as in life itself, that really counts.",None,"Despite what may be said to the contrary, integrity is the only thing in the newspaper profession, as in life itself, that really counts.","Despite what may be said to the contrary, equal game is the only thing in the newspaper profession, as in life itself, that really counts.","I refer to personal integrity, to character.",None,"['to be a journalist', 'to know how to do it', 'to be heard', 'to enjoy', 'to be heard', 'to be a good sport', 'happy', 'pleased', 'personx gets caught', 'gets caught', 'lucky', 'caring']"
1145398,elbow room,None,EN,"These longed for a fair distribution of public burdens and for elbow room from unnecessary restraint, rather than for a share in the government.","These longed for a fair distribution of public burdens and for joint room from unnecessary restraint, rather than for a share in the government.",None,"These longed for a fair distribution of public burdens and for freedom from unnecessary restraint, rather than for a share in the government.","These longed for a fair distribution of public burdens and for joint room from unnecessary restraint, rather than for a share in the government.",A king of France who had reigned justly and strongly would have received the moral support of the most respectable part of his subjects.,None,"['to work hard', 'to make a choice', 'to share', 'to share in the government', 'to make a difference', 'to find a way to make money', 'satisfied', 'like a good citizen', 'goes to jail', 'goes to court', 'responsible', 'satisfied']"
979750,baby blues,None,EN,"The lovely color on her cheeks deepened, the girl's baby blues grew luminous and tender.","The lovely color on her cheeks deepened, the girl's depression grew luminous and tender.",None,"The lovely color on her cheeks deepened, the girl's blue eyes grew luminous and tender.","The lovely color on her cheeks deepened, the girl's depression grew luminous and tender.","""Yes,"" she said, her heart beating furiously, for, woman-like, she knew what was coming.","""Florence,"" he cried, ""how shall I tell you what I have to say?","['go to the doctor', 'to look at her', 'to show off', 'to show off her beauty', 'to have a baby', 'to be beautiful', 'pleased', 'like a princess', 'smiles', 'gets a tan', 'pleased', 'brave']"
620408,memory lane,None,EN,"""Before I tell you I must, that you may understand me, give you some information concerning the memory lane of a certain member of our family.","""Before I tell you I must, that you may understand me, give you some information concerning the retention lane of a certain member of our family.",None,"""Before I tell you I must, that you may understand me, give you some information concerning the past of a certain member of our family.","""Before I tell you I must, that you may understand me, give you some information concerning the retention lane of a certain member of our family.","""What do you require of me?""",You know that I have a brother of whom I have never spoken to you; I am going to do so now.,"['to know me', 'to have a memory', 'to inform', 'to share', 'to learn more', 'to find out the truth', 'informed', 'like a good friend', 'learns something', 'learns', 'helpful', 'determined']"
495466,blue blood,None,EN,"I should not hesitate about the lies, and, if I made them sufficiently repulsive, your blue blood countrymen would not hesitate to believe them.","I should not hesitate about the lies, and, if I made them sufficiently repulsive, your azure lifeblood countrymen would not hesitate to believe them.",None,"I should not hesitate about the lies, and, if I made them sufficiently repulsive, your noble countrymen would not hesitate to believe them.","I should not hesitate about the lies, and, if I made them sufficiently repulsive, your azure lifeblood countrymen would not hesitate to believe them.","The better the man, the more abandoned the woman, the more incredible her lies, so much the more certain is his condemnation.","What think you of my plan?""","['to make a mistake', 'to know about the lies', 'to be heard', 'to get away with it', 'to make a mistake', 'to tell everyone about it', 'guilty', 'silly', 'goes to jail', 'thinks', 'stupid', 'dissatisfied']"
296654,brass ring,None,EN,"To lose no time, the prisoners were removed, the brass ring taken in tow, and all sail made for Plymouth.","To lose no time, the prisoners were removed, the metal ring taken in tow, and all sail made for Plymouth.",None,"To lose no time, the prisoners were removed, the prize taken in tow, and all sail made for Plymouth.","To lose no time, the prisoners were removed, the metal ring taken in tow, and all sail made for Plymouth.",None,At length the surgeon come on deck.,"['go to jail', 'to go to the dock', 'to escape', 'to be successful', 'to go home', 'to get out of jail', 'accomplished', 'lost', 'goes to jail', 'gets caught', 'lucky', 'careless']"
1066737,front runner,None,EN,"The keeper himself is not above a pet animal, though he may not confess it--and, strange to say, the keeper's favourite is often a cat.","The keeper himself is not above a pet animal, though he may not confess it--and, strange to say, the keeper's front runner is often a cat.",1,empty,empty,"* * * * * Pets at the Cottage One usually sees a pretty assortment of pets about the keeper's cottage, where there are children.",None,"['to find a cat', 'to learn about the cat', 'to be a good pet owner', 'to keep a cat', 'to be a good pet owner', 'to show off his skills', 'happy', 'relieved', 'goes to jail', 'personx blushes', 'happy', 'caring']"
471738,melting pot,None,EN,"They would intermarry, and in time a sufficient melting pot would take place; would have taken place long since but for the action of Rome.","They would intermarry, and in time a sufficient unfrozen pot would take place; would have taken place long since but for the action of Rome.",None,"They would intermarry, and in time a sufficient mixture would take place; would have taken place long since but for the action of Rome.","They would intermarry, and in time a sufficient unfrozen pot would take place; would have taken place long since but for the action of Rome.",The races would amalgamate but for the religious difference.,"Rome keeps open the old wound, Rome irritates the old sores.","['to make a decision', 'to find a place to live', 'to have a good time', 'to show off', 'to have a good time', 'to find a new partner', 'happy', 'like a winner', 'smiles', 'eats', 'capable', 'lucky']"
728148,grandfather clock,None,EN,"The noise outside came to their ears, clearly and distinctly, while the ticking of the grandfather clock seemed louder than ever before.","The noise outside came to their ears, clearly and distinctly, while the ticking of the granddad clock seemed louder than ever before.",None,"The noise outside came to their ears, clearly and distinctly, while the ticking of the clock seemed louder than ever before.","The noise outside came to their ears, clearly and distinctly, while the ticking of the granddad clock seemed louder than ever before.","For a long time, both were silent.","Presently, Sidney, to relieve his own emotions, arose from his chair and went outside.","['to hear the ticking', 'to hear a ticking', 'to be heard', 'to have a good time', 'to be heard', 'to make noise', 'happy', 'alert', 'goes to sleep', 'personx is startled', 'curious', 'rude']"
143850,blue blood,None,EN,One crack of Mr. Gladstone's whip put a hundred Liberal members to flight--members whom these blue blood women had spent years in educating.,One crack of Mr. Gladstone's whip put a hundred Liberal members to flight--members whom these azure lifeblood women had spent years in educating.,None,One crack of Mr. Gladstone's whip put a hundred Liberal members to flight--members whom these noble women had spent years in educating.,One crack of Mr. Gladstone's whip put a hundred Liberal members to flight--members whom these azure lifeblood women had spent years in educating.,"Alas for the many fair promises broken, the hopes deferred, the votes fully relied on and counted, all missing in the hour of action!",None,"['to go to the party', 'to know how to do it', 'to make a difference', 'to win', 'to make a difference', 'to find a way out', 'happy', 'relieved', 'goes to jail', 'personx gets a headache', 'stupid', 'determined']"
896742,brass ring,None,EN,"We didn't meet with a single brass ring on our way to the Cape, but had another merry time with our Patagonian friends.","We didn't meet with a single metal ring on our way to the Cape, but had another merry time with our Patagonian friends.",None,"We didn't meet with a single prize on our way to the Cape, but had another merry time with our Patagonian friends.","We didn't meet with a single metal ring on our way to the Cape, but had another merry time with our Patagonian friends.",Very little occurred worth recording.,None,"['to go to the beach', 'to go to the bar', 'to have fun', 'to meet someone', 'to have a good time', 'to take a break', 'happy', 'like a good friend', 'smiles', 'personx meets a new friend', 'happy', 'interested']"
326576,blue blood,None,EN,"Then much-enduring, blue blood Ulysses took up the goblet, as he came running the first; and illustrious Ajax received the ox.","Then much-enduring, azure lifeblood Ulysses took up the goblet, as he came running the first; and illustrious Ajax received the ox.",None,"Then much-enduring, noble Ulysses took up the goblet, as he came running the first; and illustrious Ajax received the ox.","Then much-enduring, azure lifeblood Ulysses took up the goblet, as he came running the first; and illustrious Ajax received the ox.",None,"But he stood, holding the horn of the rustic ox in his hands; and, spitting out the dung, spoke amongst the Greeks: �Alas!","['to be born', 'to have a horse', 'to be the best', 'to become famous', 'to win the race', 'to be the first', 'happy', 'like a king', 'becomes famous', 'goes to war', 'proud', 'determined']"
646863,blue blood,None,EN,What our noble sires of the revolution left unfinished it is our duty to complete.,What our blue blood sires of the revolution left unfinished it is our duty to complete.,1,empty,empty,None,They did all that true valor and patriotism could accomplish.,"['to make a plan', 'to have a good time', 'to finish something', 'to succeed', 'to finish it', 'celebrate', 'accomplished', 'like a failure', 'personx is arrested', 'personx gets arrested', 'finished', 'lazy']"
12212,elbow room,None,EN,"Jimmie, with his prying dark lantern and his prodding nightstick, soon reached the elbow room under the table, and the counterfeiters secreted there.","Jimmie, with his prying dark lantern and his prodding nightstick, soon reached the joint room under the table, and the counterfeiters secreted there.",None,"Jimmie, with his prying dark lantern and his prodding nightstick, soon reached the space under the table, and the counterfeiters secreted there.","Jimmie, with his prying dark lantern and his prodding nightstick, soon reached the joint room under the table, and the counterfeiters secreted there.","It's good we got two of them located in the bridal suite.""","""I got 'em,"" he cried delightedly.","['to find a place to hide', 'to go to the table', 'to find the truth', 'to see the world', 'to find a way out', 'to find a way to escape', 'happy', 'like a fool', 'sweats', 'goes to bed', 'curious', 'daring']"
728123,grandfather clock,None,EN,"At length, however, they heard a distant clock strike four.","At length, however, they heard a distant grandfather clock strike four.",1,empty,empty,None,None,"['to look at the clock', 'to have heard the clock', 'to know the time', 'to hear something', 'to find out the time', 'to watch tv', 'scared', 'satisfied', 'thinks', 'personx gets tired', 'curious', 'determined']"
158540,role model,None,EN,"His deepest role model brings out most plainly his mental form, just as the drawing of a full breath shows the real shape of a man.","His deepest function example brings out most plainly his mental form, just as the drawing of a full breath shows the real shape of a man.",None,"His deepest inspiration brings out most plainly his mental form, just as the drawing of a full breath shows the real shape of a man.","His deepest function example brings out most plainly his mental form, just as the drawing of a full breath shows the real shape of a man.",The individuality of a great writer asserts itself most strongly in his greatest works.,No possible theory of inspiration should lead us to look for the submergences of the dykes of thought cast up by race and age and individuality.,"['to learn how to draw', 'to have a job', 'to show off', 'to impress others', 'to show off', 'to express himself', 'proud', 'lucky', 'personx is admired', 'personx gets a new job', 'proud', 'intrigued']"
367382,double cross,None,EN,"Blood showing on the white fleece of a lamb, denotes that innocent ones will suffer from double cross through the wrong doing of others.","Blood showing on the white fleece of a lamb, denotes that innocent ones will suffer from two cross-mark through the wrong doing of others.",None,"Blood showing on the white fleece of a lamb, denotes that innocent ones will suffer from betrayal through the wrong doing of others.","Blood showing on the white fleece of a lamb, denotes that innocent ones will suffer from two cross-mark through the wrong doing of others.","To see a dead lamb, signifies sadness and desolation.","A lost lamb, denotes that wayward people will be under your influence, and you should be careful of your conduct.","['to make a mistake', 'to find a lamb', 'to be a good person', 'to avoid others', 'to be a good person', 'to have a good time', 'happy', 'relieved', 'goes to jail', 'gets caught', 'guilty', 'unintelligent']"
963581,fashion plate,None,EN,"He turned over one after another rapidly until he came to a photo that showed a strange blocky figure, four-armed, bright green in color.","He turned over one after another rapidly until he came to a fashion plate that showed a strange blocky figure, four-armed, bright green in color.",1,empty,empty,"""I want to go through the rest of these snapshots.""",Its neckless head was encased in a sort of breathing mask fashioned from some transparent plastic.,"['to look at the blocky figure', 'to see a picture', 'to show off', 'to find out the truth', 'to take a break', 'to look at the blocky figure', 'happy', 'like a clown', 'personx sweats', 'looks at person x', 'confused', 'determined']"
846504,head hunter,None,EN,"""I should think so,"" the head hunter said, as he seized his rifle, which he had deposited in a corner of the room; and they went out.","""I should think so,"" the brain hunter said, as he seized his rifle, which he had deposited in a corner of the room; and they went out.",None,"""I should think so,"" the hunter said, as he seized his rifle, which he had deposited in a corner of the room; and they went out.","""I should think so,"" the brain hunter said, as he seized his rifle, which he had deposited in a corner of the room; and they went out.","We had better, I believe, go and look for ourselves.","Don Ruiz and his sister were talking together, while doing ample justice to the refreshment placed at their disposal.","['to find the rifle', 'to have a gun', 'to hunt', 'to find something', 'to shoot a deer', 'to shoot the target', 'accomplished', 'relieved', 'thinks', 'wins', 'responsible', 'careless']"
555453,head hunter,None,EN,"Taught by former experience, the hunter lay concealed behind the rocks.","Taught by former experience, the head hunter lay concealed behind the rocks.",1,empty,empty,"The eyes full, large, and soft, and the horns sloping backwards and twisted spirally.","Masheesh, Luji, and Noti making a long circuit, came upon the rear of the eland, who were quietly grazing like tame deer in a park.","['to find a place to hide', 'find a way to hide', 'to hide', 'to be heard', 'to hide', 'to not be noticed', 'accomplished', 'like a good hunter', 'gets caught', 'finds something', 'lucky', 'careless']"
251088,small fry,None,EN,"How small fry and contemptible I must appear, for the fellow to dare treat me like this--I reflected suddenly, writhing in silent agony.","How little fry and contemptible I must appear, for the fellow to dare treat me like this--I reflected suddenly, writhing in silent agony.",None,"How insignificant and contemptible I must appear, for the fellow to dare treat me like this--I reflected suddenly, writhing in silent agony.","How little fry and contemptible I must appear, for the fellow to dare treat me like this--I reflected suddenly, writhing in silent agony.",None,None,"['to find me', 'to have a bad experience', 'to be heard', 'to see me', 'to be heard', 'to have a conversation with me', 'stupid', 'happy', 'goes to jail', 'stays silent', 'cruel', 'unaware']"
900278,front runner,None,EN,"Up to this time, however, the front runner had formed no settled plan of action against the ministry.","Up to this time, however, the forepart runner had formed no settled plan of action against the ministry.",None,"Up to this time, however, the favourite had formed no settled plan of action against the ministry.","Up to this time, however, the forepart runner had formed no settled plan of action against the ministry.",He forgot that in this way he increased the number of his enemies.,None,"['to make a plan', 'to think of something to do', 'to win the race', 'to not be caught', 'to win the race', 'to run', 'defeated', 'like a failure', 'goes to jail', 'personx gets into trouble', 'stupid', 'determined']"
181763,elbow room,None,EN,"This ominous bank of vapor, impelled by a northern breeze, drifted swiftly across the space which separated the two lines.","This ominous bank of vapor, impelled by a northern breeze, drifted swiftly across the elbow room which separated the two lines.",1,empty,empty,None,None,"['to make a mistake', 'to go to the sky', 'to escape', 'to stay away', 'to get away', 'to find a way to escape', 'happy', 'sad', 'sweats', 'goes to sleep', 'curious', 'wet']"
262667,heavy cross,None,EN,He has assumed the burden of harmonizing particular agitations with the general welfare.,He has assumed the heavy cross of harmonizing particular agitations with the general welfare.,1,empty,empty,The moment a man takes office he has no right to be the representative of one group alone.,That is why great agitators should not accept office.,"['to be a farmer', 'to know how to do something', 'to make a difference', 'to have a good life', 'to make a difference', 'to be a leader', 'satisfied', 'like a failure', 'personx gets into trouble', 'personx is thanked', 'responsible', 'unmotivated']"
1084634,blue blood,None,EN,"Edmund kneeled, and with uplifted hands returned thanks to Heaven, that his blue blood friend and champion was crowned with victory.","Edmund kneeled, and with uplifted hands returned thanks to Heaven, that his azure lifeblood friend and champion was crowned with victory.",None,"Edmund kneeled, and with uplifted hands returned thanks to Heaven, that his noble friend and champion was crowned with victory.","Edmund kneeled, and with uplifted hands returned thanks to Heaven, that his azure lifeblood friend and champion was crowned with victory.",None,None,"['to make a decision', 'to go to the court', 'to be a hero', 'to have a good life', 'to celebrate', 'to go to heaven', 'happy', 'victorious', 'smiles', 'wins the race', 'lucky', 'daring']"
45754,grandfather clock,None,EN,"It was still quite dark as I opened my eyes, and it was not till long after that I heard five strokes of the grandfather clock down-stairs.","It was still quite dark as I opened my eyes, and it was not till long after that I heard five strokes of the granddad clock down-stairs.",None,"It was still quite dark as I opened my eyes, and it was not till long after that I heard five strokes of the clock down-stairs.","It was still quite dark as I opened my eyes, and it was not till long after that I heard five strokes of the granddad clock down-stairs.",I woke very early in the morning.,"I turned round to doze again, but sleep had down.","['to open my eyes', 'wake up', 'to go to bed', 'to be heard', 'to go to bed', 'to take a shower', 'happy', 'lost', 'goes to bed', 'personx blinks', 'curious', 'determined']"
978812,smoke screen,None,EN,"If I remain here I shall lose my reason; I must find some smoke screen from grief.""","If I remain here I shall lose my reason; I must find some screen from grief.""",None,"If I remain here I shall lose my reason; I must find some distraction from grief.""","If I remain here I shall lose my reason; I must find some screen from grief.""","""Yes Basil,"" he said to his son, ""it is the best thing I can do.",Basil was too young to question this decision; what his father resolved upon must be right.,"['to find something', 'to go to the store', 'to be alone', 'to get rid of me', 'to find something else to do', 'to go home', 'sad', 'satisfied', 'goes to jail', 'personx gets burned', 'annoyed', 'lonely']"
689100,blue blood,None,EN,"This Arab, from Muscat, was a man of magnificent presence, of blue blood descent, and very rich, and dressed in splendid Oriental costume.","This Arab, from Muscat, was a man of magnificent presence, of azure lifeblood descent, and very rich, and dressed in splendid Oriental costume.",None,"This Arab, from Muscat, was a man of magnificent presence, of noble descent, and very rich, and dressed in splendid Oriental costume.","This Arab, from Muscat, was a man of magnificent presence, of azure lifeblood descent, and very rich, and dressed in splendid Oriental costume.","This Mtesa, we said, was a Mohammedan, having been converted by Khamis Ben Abdullah some four or five years before.","Mtesa became fascinated with him, and the latter stayed with the king over a year, giving him royal presents and dressing him in gorgeous attire.","['go to the market', 'to go to the museum', 'to impress others', 'to be a hero', 'to have a good time', 'to be a good citizen', 'proud', 'like a good man', 'smiles', 'is admired by others', 'proud', 'rich']"
805843,head hunter,None,EN,De Leyba had sent out a hunter to shoot ducks for the Colonel's dinner.,De Leyba had sent out a head hunter to shoot ducks for the Colonel's dinner.,1,empty,empty,the people cheered as he passed.,"And while the Governor and Clark were in discussion, the hunter met a spy.","['to go to the restaurant', 'to find a place to hunt', 'to eat', 'to have a good meal', 'to hunt ducks', 'to have a meal', 'happy', 'content', 'personx gets a deer', 'personx gets shot', 'hungry', 'interested']"
387602,grandfather clock,None,EN,"""A combined window closer and alarm grandfather clock that also opens the register.""","""A combined window closer and alarm granddad clock that also opens the register.""",None,"""A combined window closer and alarm clock that also opens the register.""","""A combined window closer and alarm granddad clock that also opens the register.""","""This,"" said Stover, indicating the appliance.","""Let's see it,"" said Macnooder, all excitement.","['to open the door', 'a clock', 'to watch tv', 'to go to bed', 'to open the door', 'to close the door', 'happy', 'proud', 'opens the door', 'thinks', 'responsible', 'careless']"
801126,grandfather clock,None,EN,"A grandfather clock began to toll, the figure in the bed by which she was watching seemed to move, and a sudden horror seized her.","A granddad clock began to toll, the figure in the bed by which she was watching seemed to move, and a sudden horror seized her.",None,"A clock began to toll, the figure in the bed by which she was watching seemed to move, and a sudden horror seized her.","A granddad clock began to toll, the figure in the bed by which she was watching seemed to move, and a sudden horror seized her.",None,None,"['to go to bed', 'to open the door', 'to be alone', 'to find out what it is', 'to watch tv', 'to find out why', 'happy', 'sad', 'personx watches tv', 'looks around', 'scared', 'amused']"
1096036,blue blood,None,EN,"As I was of blue blood birth, I found, one day, at one of the sittings of the Commission, the Marshal of the nobility of the province.","As I was of azure lifeblood birth, I found, one day, at one of the sittings of the Commission, the Marshal of the nobility of the province.",None,"As I was of noble birth, I found, one day, at one of the sittings of the Commission, the Marshal of the nobility of the province.","As I was of azure lifeblood birth, I found, one day, at one of the sittings of the Commission, the Marshal of the nobility of the province.",I made the same answers--and such was the character of the many examinations which I underwent before the Commission of Inquiry.,None,"['go to court', 'to go to the place of birth', 'to be a hero', 'to have a good life', 'go home', 'to go to the hospital', 'happy', 'good', 'goes to jail', 'personx gets a black eye', 'lucky', 'daring']"
461957,baby blues,None,EN,"She rose a little from the stallion's whipping mane, and her blue eyes burned on the man ahead.","She rose a little from the stallion's whipping mane, and her baby blues burned on the man ahead.",1,empty,empty,"Jim Last's girl was mad also--mad with the lust of conquest, of revenge.","""I said I'd get you, Buck Courtrey!""","['to approach the man', 'to pick up the mane', 'to have a good time', 'to make a difference', 'to take a break', 'to go to the bathroom', 'happy', 'relieved', 'smiles', 'personx gets a headache', 'happy', 'satisfied']"
106566,front runner,None,EN,"""He has women at his back, he cannot fail,"" was a phrase he sometimes recalled out of his front runner _Brand_.","""He has women at his back, he cannot fail,"" was a phrase he sometimes recalled out of his forepart runner _Brand_.",None,"""He has women at his back, he cannot fail,"" was a phrase he sometimes recalled out of his favourite _Brand_.","""He has women at his back, he cannot fail,"" was a phrase he sometimes recalled out of his forepart runner _Brand_.","Above all, the women heard him gladly; and to this sure sign of a future Theophilus was far from blind.","Yes, and had he not one little angel-woman at his side?","['to be a runner', 'to have a bad experience', 'to be heard', 'to have fun', 'to be successful', 'to get away', 'defeated', 'lucky', 'personx sweats from nervousness', 'personx gets a date', 'lucky', 'embarrassed']"
651595,front runner,None,EN,I hear that the King can not understand its failure to protect him since his favourite Mauresco left him.,I hear that the King can not understand its failure to protect him since his front runner Mauresco left him.,1,empty,empty,"The symbol is said to have come from the far East, and to possess the power of magic.",I remember the day that Mauresco took it from his finger and gave it to the King.,"['to hear about it', 'to have heard about it', 'to know the truth', 'to be a hero', 'to find out why', 'to find a way out', 'defeated', 'bad', 'goes to jail', 'personx is arrested', 'confused', 'irresponsible']"
526906,small fry,None,EN,We were eighteen at table; never in my life did I see such a collection of ugly and small fry faces--typical faces of money-makers.,We were eighteen at table; never in my life did I see such a collection of ugly and little fry faces--typical faces of money-makers.,None,We were eighteen at table; never in my life did I see such a collection of ugly and insignificant faces--typical faces of money-makers.,We were eighteen at table; never in my life did I see such a collection of ugly and little fry faces--typical faces of money-makers.,"I had engaged to dine with a big, stout, enormously wealthy banker of Moscow.","When I had looked at them all once I dared not raise my eyes again, for fear of meeting one of those visages.","['to go to the store', 'to look at the faces', 'to be rich', 'to be a good citizen', 'to have a good time', 'to find something to wear', 'happy', 'loved', 'personx gets into trouble', 'personx blushes', 'lucky', 'immoral']"
1117763,big picture,None,EN,"It seemed as if I was clairvoyant, caught up above myself, the whole situation visualized before me like a picture.","It seemed as if I was clairvoyant, caught up above myself, the big picture visualized before me like a picture.",1,empty,empty,As I lay in the dark I saw everything as clear as crystal.,Since then there�s been only one question--what ought I to do?,"['to see something', 'to be a person', 'to make a difference', 'to experience something new', 'to learn more', 'to get away from the situation', 'happy', 'lucky', 'becomes aware', 'learns something', 'curious', 'proud']"
895727,blue blood,None,EN,"And a countless folk they found there, many grey-haired knights and old, And pages of noble bearing, and of servants, a host untold.","And a countless folk they found there, many grey-haired knights and old, And pages of blue blood bearing, and of servants, a host untold.",1,empty,empty,None,None,"['to find a place to live', 'to go to the place', 'to learn more', 'to see the world', 'to learn more', 'to find out more about them', 'happy', 'daring', 'smiles', 'looks at people', 'lucky', 'lonely']"
759540,baby blues,None,EN,"Her pale baby blues had the saddest light in them you can well conceive, and yet she tried to look as though the matter did not concern her.","Her pale depression had the saddest light in them you can well conceive, and yet she tried to look as though the matter did not concern her.",None,"Her pale blue eyes had the saddest light in them you can well conceive, and yet she tried to look as though the matter did not concern her.","Her pale depression had the saddest light in them you can well conceive, and yet she tried to look as though the matter did not concern her.",None,None,"['to have a baby', 'to look at the sky', 'to be a good parent', 'to show off', 'to have a baby', 'to go to the hospital', 'happy', 'depressed', 'blushes', 'looks away', 'embarrassed', 'silly']"
