ID,MWE1,MWE2,Language,sentence_1,sentence_2,sentence_previous,sentence_next,sim,alternative_1,alternative_2
910230,head hunter,None,EN,"to be a hunter,to have a bow and arrow,to be the best,to show off his skills,to be heard,to hear the poem,accomplished,loved,smiles,goes to jail,engaged,daring[SEP]The very words of the poem came back to me with the picture: Forward with fixed and eager eyes The head hunter leaned in act to rise.","to be a hunter,to have a bow and arrow,to be the best,to show off his skills,to be heard,to hear the poem,accomplished,loved,smiles,goes to jail,engaged,daring[SEP]The very words of the poem came back to me with the picture: Forward with fixed and eager eyes The brain hunter leaned in act to rise.",,,None,"to be a hunter,to have a bow and arrow,to be the best,to show off his skills,to be heard,to hear the poem,accomplished,loved,smiles,goes to jail,engaged,daring[SEP]The very words of the poem came back to me with the picture: Forward with fixed and eager eyes The hunter leaned in act to rise.","to be a hunter,to have a bow and arrow,to be the best,to show off his skills,to be heard,to hear the poem,accomplished,loved,smiles,goes to jail,engaged,daring[SEP]The very words of the poem came back to me with the picture: Forward with fixed and eager eyes The brain hunter leaned in act to rise."
555757,front runner,None,EN,"to buy a painting,to look at art,to be famous,to express himself,to have a good time,to enjoy,happy,entertained,personx gets a tattoo,personx is admired,inspired,determined[SEP]Comte Desmaisons declared that El Greco was his favourite painter.","to buy a painting,to look at art,to be famous,to express himself,to have a good time,to enjoy,happy,entertained,personx gets a tattoo,personx is admired,inspired,determined[SEP]Comte Desmaisons declared that El Greco was his front runner painter.",In his inmost heart Blancmesnil was not so entirely struck with it.,"""He was chaste and pure and strong; a mystic, a visionary.""",1,empty,empty
1086484,memory lane,None,EN,"to know about it,to go to the museum,to forget,to be a good person,to forget,to find out what happened,accomplished,bad,personx is buried,gets caught,curious,greedy[SEP]Permitting, however, the dead memory lane to bury its shortcomings in oblivion, let us look at the world as we find it.","to know about it,to go to the museum,to forget,to be a good person,to forget,to find out what happened,accomplished,bad,personx is buried,gets caught,curious,greedy[SEP]Permitting, however, the dead retention lane to bury its shortcomings in oblivion, let us look at the world as we find it.",,"No such pleasing concomitance of characteristics is observable to-day, or has been presented in the past.",None,"to know about it,to go to the museum,to forget,to be a good person,to forget,to find out what happened,accomplished,bad,personx is buried,gets caught,curious,greedy[SEP]Permitting, however, the dead past to bury its shortcomings in oblivion, let us look at the world as we find it.","to know about it,to go to the museum,to forget,to be a good person,to forget,to find out what happened,accomplished,bad,personx is buried,gets caught,curious,greedy[SEP]Permitting, however, the dead retention lane to bury its shortcomings in oblivion, let us look at the world as we find it."
37402,blue blood,None,EN,"to find a lawyer,to find out what happened to the family,to be heard,to protect his family,to be heard,to find a way out,guilty,like a hero,personx is arrested,cries,criminal,reckless[SEP]""At the same time letters, wrote to you, and compromising a blue blood family, were recovered,"" continues the lawyer.","to find a lawyer,to find out what happened to the family,to be heard,to protect his family,to be heard,to find a way out,guilty,like a hero,personx is arrested,cries,criminal,reckless[SEP]""At the same time letters, wrote to you, and compromising a azure lifeblood family, were recovered,"" continues the lawyer.",It was no fault of yours.,,None,"to find a lawyer,to find out what happened to the family,to be heard,to protect his family,to be heard,to find a way out,guilty,like a hero,personx is arrested,cries,criminal,reckless[SEP]""At the same time letters, wrote to you, and compromising a noble family, were recovered,"" continues the lawyer.","to find a lawyer,to find out what happened to the family,to be heard,to protect his family,to be heard,to find a way out,guilty,like a hero,personx is arrested,cries,criminal,reckless[SEP]""At the same time letters, wrote to you, and compromising a azure lifeblood family, were recovered,"" continues the lawyer."
287426,blue blood,None,EN,"to be a soldier,to go to the battlefield,to be a hero,to kill the enemy,to be a hero,to kill the enemy,happy,like a winner,goes to jail,thinks,cruel,reckless[SEP][13] The soldiers, their greed for treasure excited, insisted upon the torture of the blue blood Guatemoc and his comrade.","to be a soldier,to go to the battlefield,to be a hero,to kill the enemy,to be a hero,to kill the enemy,happy,like a winner,goes to jail,thinks,cruel,reckless[SEP][13] The soldiers, their greed for treasure excited, insisted upon the torture of the azure lifeblood Guatemoc and his comrade.",,It had been spirited away or else buried forever beneath the ruins of the town.,None,"to be a soldier,to go to the battlefield,to be a hero,to kill the enemy,to be a hero,to kill the enemy,happy,like a winner,goes to jail,thinks,cruel,reckless[SEP][13] The soldiers, their greed for treasure excited, insisted upon the torture of the noble Guatemoc and his comrade.","to be a soldier,to go to the battlefield,to be a hero,to kill the enemy,to be a hero,to kill the enemy,happy,like a winner,goes to jail,thinks,cruel,reckless[SEP][13] The soldiers, their greed for treasure excited, insisted upon the torture of the azure lifeblood Guatemoc and his comrade."
452528,brass ring,None,EN,"to go to the beach,to go to the coast,to find the truth,to see the land,to go home,to find a way home,happy,sad,goes to jail,personx sweats from nervousness,lucky,stupid[SEP]The pirate and her brass ring had drifted all night, bound together, and as day broke a tipsy lookout spied land to the westward.","to go to the beach,to go to the coast,to find the truth,to see the land,to go home,to find a way home,happy,sad,goes to jail,personx sweats from nervousness,lucky,stupid[SEP]The pirate and her metal ring had drifted all night, bound together, and as day broke a tipsy lookout spied land to the westward.",Herriot came on deck hastily at the call and himself went to the rail to heave the lead.,It was cloudy and seemed to be getting ready for a blow.,None,"to go to the beach,to go to the coast,to find the truth,to see the land,to go home,to find a way home,happy,sad,goes to jail,personx sweats from nervousness,lucky,stupid[SEP]The pirate and her prize had drifted all night, bound together, and as day broke a tipsy lookout spied land to the westward.","to go to the beach,to go to the coast,to find the truth,to see the land,to go home,to find a way home,happy,sad,goes to jail,personx sweats from nervousness,lucky,stupid[SEP]The pirate and her metal ring had drifted all night, bound together, and as day broke a tipsy lookout spied land to the westward."
931193,head hunter,None,EN,"to be a hunter,to find a way to stop,to be heard,to get away from the situation,to be heard,to find out why,happy,like a winner,personx sweats from nervousness,goes home,scared,daring[SEP]Even when badly scared, game will sometimes stop for a second in full flight if the unseen hunter gives a shrill whistle.","to be a hunter,to find a way to stop,to be heard,to get away from the situation,to be heard,to find out why,happy,like a winner,personx sweats from nervousness,goes home,scared,daring[SEP]Even when badly scared, game will sometimes stop for a second in full flight if the unseen head hunter gives a shrill whistle.",,,1,empty,empty
184811,number crunching,None,EN,"to think,to think about something else,to have a good time,to know more,to go to sleep,to think about something else,satisfied,satiated,thinks,loses money,curious,bored[SEP]His eyes were fixed on the ground, and into his mind entered no thought saving calculations about money and drink.","to think,to think about something else,to have a good time,to know more,to go to sleep,to think about something else,satisfied,satiated,thinks,loses money,curious,bored[SEP]His eyes were fixed on the ground, and into his mind entered no thought saving number crunching about money and drink.","Any stranger who had met him walking over the thyme, with his fierce face bent downward, would have gained a bad notion of the local population.","He put his hands in his pockets, and strolled away from the unsavoury neighbourhood of the Fishers' Row on to the glistening moor.",1,empty,empty
320168,head hunter,None,EN,"to go to the fire,to look for the last flame,to win,to enjoy,to take a break,to see the last flame,happy,interested,smiles,learns something,curious,brave[SEP]The head hunter and his little son drew closer and watched the last flame flicker and die out.","to go to the fire,to look for the last flame,to win,to enjoy,to take a break,to see the last flame,happy,interested,smiles,learns something,curious,brave[SEP]The brain hunter and his little son drew closer and watched the last flame flicker and die out.","[Illustration] As they sat by the ashes, numb with the cold, all of a sudden a new warmth filled the lodge.",The fire inside the lodge burned lower and lower.,None,"to go to the fire,to look for the last flame,to win,to enjoy,to take a break,to see the last flame,happy,interested,smiles,learns something,curious,brave[SEP]The hunter and his little son drew closer and watched the last flame flicker and die out.","to go to the fire,to look for the last flame,to win,to enjoy,to take a break,to see the last flame,happy,interested,smiles,learns something,curious,brave[SEP]The brain hunter and his little son drew closer and watched the last flame flicker and die out."
963768,front runner,None,EN,"to go to the store,to go to the game,to win,to play a game,to win the game,to win the competition,happy,athletic,personx wins the game,wins,lucky,daring[SEP]It was once used for playing ""shovel-board,"" a front runner game with our ancestors, and when in use was set up on trestles.","to go to the store,to go to the game,to win,to play a game,to win the game,to win the competition,happy,athletic,personx wins the game,wins,lucky,daring[SEP]It was once used for playing ""shovel-board,"" a forepart runner game with our ancestors, and when in use was set up on trestles.","In this hall Sir William Compton received Henry VIII., whom Sir William had accompanied to the Field of the Cloth of Gold.",In the hall stands a huge slab of elm more than 23 feet long and some 30 inches wide.,None,"to go to the store,to go to the game,to win,to play a game,to win the game,to win the competition,happy,athletic,personx wins the game,wins,lucky,daring[SEP]It was once used for playing ""shovel-board,"" a favourite game with our ancestors, and when in use was set up on trestles.","to go to the store,to go to the game,to win,to play a game,to win the game,to win the competition,happy,athletic,personx wins the game,wins,lucky,daring[SEP]It was once used for playing ""shovel-board,"" a forepart runner game with our ancestors, and when in use was set up on trestles."
1171610,baby blues,None,EN,"to see a rabbit,to go to the dentist,to show off,to be a good pet owner,to have a good time,to show off their new pet,happy,loved,smiles,looks around,lucky,proud[SEP]Pale baby blues looked out over a mouth which wore a pale, weak smile, from the centre of which protruded two teeth of a rabbit-like character.","to see a rabbit,to go to the dentist,to show off,to be a good pet owner,to have a good time,to show off their new pet,happy,loved,smiles,looks around,lucky,proud[SEP]Pale depression looked out over a mouth which wore a pale, weak smile, from the centre of which protruded two teeth of a rabbit-like character.",exclaimed the young man at his side.,Pale saffron hair surmounted a receding forehead.,None,"to see a rabbit,to go to the dentist,to show off,to be a good pet owner,to have a good time,to show off their new pet,happy,loved,smiles,looks around,lucky,proud[SEP]Pale blue eyes looked out over a mouth which wore a pale, weak smile, from the centre of which protruded two teeth of a rabbit-like character.","to see a rabbit,to go to the dentist,to show off,to be a good pet owner,to have a good time,to show off their new pet,happy,loved,smiles,looks around,lucky,proud[SEP]Pale depression looked out over a mouth which wore a pale, weak smile, from the centre of which protruded two teeth of a rabbit-like character."
1029986,cutting edge,None,EN,"to learn about it,to learn about the world,to make a difference,to know more,to learn more,to find a new species,accomplished,relieved,gets promoted,learns something,scientific,influential[SEP]The _Lahk-tzor_--pardon me--the Brain down there is the cutting edge evolutionary product yet to exist in this solar system.","to learn about it,to learn about the world,to make a difference,to know more,to learn more,to find a new species,accomplished,relieved,gets promoted,learns something,scientific,influential[SEP]The _Lahk-tzor_--pardon me--the Brain down there is the slicing edge evolutionary product yet to exist in this solar system.","It slew its creator, but seemed to exhaust all its energy in so doing.",In a period of six months he advanced evolution from a single cell through all its stages to what you see now.,None,"to learn about it,to learn about the world,to make a difference,to know more,to learn more,to find a new species,accomplished,relieved,gets promoted,learns something,scientific,influential[SEP]The _Lahk-tzor_--pardon me--the Brain down there is the most advanced evolutionary product yet to exist in this solar system.","to learn about it,to learn about the world,to make a difference,to know more,to learn more,to find a new species,accomplished,relieved,gets promoted,learns something,scientific,influential[SEP]The _Lahk-tzor_--pardon me--the Brain down there is the slicing edge evolutionary product yet to exist in this solar system."
91535,blue blood,None,EN,"to go to the place,to see the place,to have a good time,to be happy,to sleep,to take a nap,happy,like a good person,smiles,eats,lucky,scared[SEP]Gloomy night embraced the place Where the noble infant lay: The babe looked up and showed his face: In spite of darkness it was day.","to go to the place,to see the place,to have a good time,to be happy,to sleep,to take a nap,happy,like a good person,smiles,eats,lucky,scared[SEP]Gloomy night embraced the place Where the blue blood infant lay: The babe looked up and showed his face: In spite of darkness it was day.","It was thy day, sweet, and did rise Not from the east, but from thy eyes.",,1,empty,empty
806358,front runner,None,EN,"to look up,to approach the cage,to see her,to look at her,to learn more,to catch the ball,happy,loved,smiles,learns something,interested,daring[SEP]Much amazed, I looked up, and perceived her ladyship's front runner parrot in its cage.","to look up,to approach the cage,to see her,to look at her,to learn more,to catch the ball,happy,loved,smiles,learns something,interested,daring[SEP]Much amazed, I looked up, and perceived her ladyship's forepart runner parrot in its cage.","I will let thee out, cost what it will,' cried I.","I therefore began the search; but in the midst of it was interrupted by hearing a small voice cry, 'get out!'",None,"to look up,to approach the cage,to see her,to look at her,to learn more,to catch the ball,happy,loved,smiles,learns something,interested,daring[SEP]Much amazed, I looked up, and perceived her ladyship's favourite parrot in its cage.","to look up,to approach the cage,to see her,to look at her,to learn more,to catch the ball,happy,loved,smiles,learns something,interested,daring[SEP]Much amazed, I looked up, and perceived her ladyship's forepart runner parrot in its cage."
97782,elbow room,None,EN,"to be a slave,to have a reason to do it,to be a good citizen,to do something,to make a difference,to be a citizen,accomplished,slavery,personx is arrested,personx is freed,responsible,unskilled[SEP]Their emancipation, therefore, was interpreted not only as elbow room from slavery but from responsibility.","to be a slave,to have a reason to do it,to be a good citizen,to do something,to make a difference,to be a citizen,accomplished,slavery,personx is arrested,personx is freed,responsible,unskilled[SEP]Their emancipation, therefore, was interpreted not only as joint room from slavery but from responsibility.",[41] Where they were going they did not know but the towns and cities became very attractive to them.,,None,"to be a slave,to have a reason to do it,to be a good citizen,to do something,to make a difference,to be a citizen,accomplished,slavery,personx is arrested,personx is freed,responsible,unskilled[SEP]Their emancipation, therefore, was interpreted not only as freedom from slavery but from responsibility.","to be a slave,to have a reason to do it,to be a good citizen,to do something,to make a difference,to be a citizen,accomplished,slavery,personx is arrested,personx is freed,responsible,unskilled[SEP]Their emancipation, therefore, was interpreted not only as joint room from slavery but from responsibility."
1176749,head hunter,None,EN,"go to court,to go to the court,to enjoy,to see the world,to go home,to be left alone,happy,grateful,smiles,gets kissed,happy,brave[SEP]And so the King took leave, with kisses fond, And, mounted on a hunter brown, set forth, With velvet saddle decked with fringe of pearls.","go to court,to go to the court,to enjoy,to see the world,to go home,to be left alone,happy,grateful,smiles,gets kissed,happy,brave[SEP]And so the King took leave, with kisses fond, And, mounted on a head hunter brown, set forth, With velvet saddle decked with fringe of pearls.",Lances and shields and arrows and blow-guns They bore.,"""What we can do, my dear, we shall, So all of thy desires may come to pass.""",1,empty,empty
168971,role model,None,EN,"to work hard,to find out about it,to make a difference,to be a good person,to make a difference,to be a better person,inspired,loved,becomes famous,learns a lot,inspired,successful[SEP]""Poor Charlotte Ruston is a greater inspiration to Eugene Brant's good work than any dozen of his fashionable patrons.""","to work hard,to find out about it,to make a difference,to be a good person,to make a difference,to be a better person,inspired,loved,becomes famous,learns a lot,inspired,successful[SEP]""Poor Charlotte Ruston is a greater role model to Eugene Brant's good work than any dozen of his fashionable patrons.""","And, of course, we are friends, the best of friends.","""So few friends, so few pleasures, he needs poor Charlotte Ruston's support!""",1,empty,empty
452678,brass ring,None,EN,"to go to the library,to find out where the ring is,to win,to impress others,to write a report,to have a good time,accomplished,good,writes,learns a lot,proud,curious[SEP]The brass ring for the best examination (in writing) in physiology, was awarded to Miss Stella Hunt, of Cincinnati.","to go to the library,to find out where the ring is,to win,to impress others,to write a report,to have a good time,accomplished,good,writes,learns a lot,proud,curious[SEP]The metal ring for the best examination (in writing) in physiology, was awarded to Miss Stella Hunt, of Cincinnati.",,,None,"to go to the library,to find out where the ring is,to win,to impress others,to write a report,to have a good time,accomplished,good,writes,learns a lot,proud,curious[SEP]The prize for the best examination (in writing) in physiology, was awarded to Miss Stella Hunt, of Cincinnati.","to go to the library,to find out where the ring is,to win,to impress others,to write a report,to have a good time,accomplished,good,writes,learns a lot,proud,curious[SEP]The metal ring for the best examination (in writing) in physiology, was awarded to Miss Stella Hunt, of Cincinnati."
573375,blue blood,None,EN,"to be a good friend,to be a good listener,to be a good friend,to stay safe,to have a good time,to get away,satisfied,pleased,smiles,goes to court,daring,caring[SEP]""Oh, my noble and generous friend,"" exclaimed Gentz, sadly, ""how delicately you try to veil your protection!","to be a good friend,to be a good listener,to be a good friend,to stay safe,to have a good time,to get away,satisfied,pleased,smiles,goes to court,daring,caring[SEP]""Oh, my blue blood and generous friend,"" exclaimed Gentz, sadly, ""how delicately you try to veil your protection!","In such an alliance, I am unable to offer you any compensation, for I should find all doors closed if you should not open them to me.","Come, let us be faithful allies; let us swear to support each other firmly and immovably, and to walk together step by step.""",1,empty,empty
664952,rice paper,None,EN,"to make a plan,to make a copy,to make a difference,to be a good cook,to make a good impression,to make a dish,satisfied,lazy,makes a mistake,personx gets tired,handy,self - reliant[SEP]They consist of filler and rice paper only and are all hand-made.","to make a plan,to make a copy,to make a difference,to be a good cook,to make a good impression,to make a dish,satisfied,lazy,makes a mistake,personx gets tired,handy,self - reliant[SEP]They consist of filler and paddy notepad only and are all hand-made.",,"As stated previously, Cuban cigars have no binder.",None,"to make a plan,to make a copy,to make a difference,to be a good cook,to make a good impression,to make a dish,satisfied,lazy,makes a mistake,personx gets tired,handy,self - reliant[SEP]They consist of filler and wrapper only and are all hand-made.","to make a plan,to make a copy,to make a difference,to be a good cook,to make a good impression,to make a dish,satisfied,lazy,makes a mistake,personx gets tired,handy,self - reliant[SEP]They consist of filler and paddy notepad only and are all hand-made."
1078401,head hunter,None,EN,"to hunt,to look for the fawn,to hunt,to see the fawn,to hunt it,to find the hunter,happy,like a winner,smiles,gets a deer,lucky,excited[SEP]The chief hunter very soon espied the beautiful fawn with the golden collar, pointed it out to the king, and they determined to hunt it.","to hunt,to look for the fawn,to hunt,to see the fawn,to hunt it,to find the hunter,happy,like a winner,smiles,gets a deer,lucky,excited[SEP]The chief head hunter very soon espied the beautiful fawn with the golden collar, pointed it out to the king, and they determined to hunt it.",,"She opened the door, and said, ""I will let you go this time; but pray do not forget to say what I told you, when you return this evening.""",1,empty,empty
144228,blue blood,None,EN,"to write a letter,to find out the truth,to be loved,to be heard,to mail the letter,to give the letter,happy,helpful,smiles,goes to court,lucky,brave[SEP]""The lady of Burgundy sends herewith a letter and a jewel which she hopes the blue blood Count of Hapsburg will accept as tokens of her esteem.","to write a letter,to find out the truth,to be loved,to be heard,to mail the letter,to give the letter,happy,helpful,smiles,goes to court,lucky,brave[SEP]""The lady of Burgundy sends herewith a letter and a jewel which she hopes the azure lifeblood Count of Hapsburg will accept as tokens of her esteem.","""May God and the Blessed Virgin keep His Grace of Styria in their especial care.""",,None,"to write a letter,to find out the truth,to be loved,to be heard,to mail the letter,to give the letter,happy,helpful,smiles,goes to court,lucky,brave[SEP]""The lady of Burgundy sends herewith a letter and a jewel which she hopes the noble Count of Hapsburg will accept as tokens of her esteem.","to write a letter,to find out the truth,to be loved,to be heard,to mail the letter,to give the letter,happy,helpful,smiles,goes to court,lucky,brave[SEP]""The lady of Burgundy sends herewith a letter and a jewel which she hopes the azure lifeblood Count of Hapsburg will accept as tokens of her esteem."
538061,small fry,None,EN,"to leave,to go to the airport,to leave,to know why,to leave,to ask for help,happy,lonely,goes home,becomes lonely,interested,brave[SEP]I felt that my departure, like that of some insignificant guest, would meet notice from none: not one to ask what became of him?","to leave,to go to the airport,to leave,to know why,to leave,to ask for help,happy,lonely,goes home,becomes lonely,interested,brave[SEP]I felt that my departure, like that of some small fry guest, would meet notice from none: not one to ask what became of him?",when did he leave us?,"And, if so, who could less easily be missed than he who had neither friend, nor family, nor fortune.",1,empty,empty
960638,big wig,None,EN,"to make a mistake,to find out what the problem is,to hide,to be a good citizen,to hide,to make a mistake,happy,disappointed,personx gets caught,personx is arrested,annoyed,dumb[SEP]That big wig read the despatch with increasing derision, which he did not take the trouble to conceal.","to make a mistake,to find out what the problem is,to hide,to be a good citizen,to hide,to make a mistake,happy,disappointed,personx gets caught,personx is arrested,annoyed,dumb[SEP]That large wig read the despatch with increasing derision, which he did not take the trouble to conceal.","""The rate from Tripoli to London is a shilling a word,"" he said.","Then he went up stairs, straight to the general manager.",None,"to make a mistake,to find out what the problem is,to hide,to be a good citizen,to hide,to make a mistake,happy,disappointed,personx gets caught,personx is arrested,annoyed,dumb[SEP]That important person read the despatch with increasing derision, which he did not take the trouble to conceal.","to make a mistake,to find out what the problem is,to hide,to be a good citizen,to hide,to make a mistake,happy,disappointed,personx gets caught,personx is arrested,annoyed,dumb[SEP]That large wig read the despatch with increasing derision, which he did not take the trouble to conceal."
12205,elbow room,None,EN,"to be a teacher,to go to the space museum,to make a difference,to not be alone,to learn more,to go to the museum,content,proud,personx gets into trouble,goes to space museum,stupid,determined[SEP]Limitations of space prevent the inclusion of many other artists and teachers.","to be a teacher,to go to the space museum,to make a difference,to not be alone,to learn more,to go to the museum,content,proud,personx gets into trouble,goes to space museum,stupid,determined[SEP]Limitations of elbow room prevent the inclusion of many other artists and teachers.","150 West 80 Street, New York City.","It is hoped the various hints and precepts they have given, may prove of benefit to singers and teachers.",1,empty,empty
1148019,fine line,None,EN,"to meet someone,to speak to someone,to make a difference,to have a conversation,to make a difference,to find out what happened,satisfied,sad,smiles,becomes friends,confused,saddened[SEP]Since the night they had spoken of Captain Ellerey there had arisen a subtle difference in their relations toward each other.","to meet someone,to speak to someone,to make a difference,to have a conversation,to make a difference,to find out what happened,satisfied,sad,smiles,becomes friends,confused,saddened[SEP]Since the night they had spoken of Captain Ellerey there had arisen a fine line in their relations toward each other.","It hardly amounted to restraint, but the Countess was more reserved, and the Princess talked little of her hopes and plans.",,1,empty,empty
549898,grandfather clock,None,EN,"to go to the bathroom,to go to work,to have a good time,to see the world,to go to bed,to take a shower,happy,happy .,smiles,personx gets a tan,lazy,proud[SEP]A bull's-eye shone on the face of a grandfather clock under the break of the poop; the hour was twenty minutes after two.","to go to the bathroom,to go to work,to have a good time,to see the world,to go to bed,to take a shower,happy,happy .,smiles,personx gets a tan,lazy,proud[SEP]A bull's-eye shone on the face of a granddad clock under the break of the poop; the hour was twenty minutes after two.",Nothing stirred on the main deck and waist; the forward part of the ship was hidden in blackness.,,None,"to go to the bathroom,to go to work,to have a good time,to see the world,to go to bed,to take a shower,happy,happy .,smiles,personx gets a tan,lazy,proud[SEP]A bull's-eye shone on the face of a clock under the break of the poop; the hour was twenty minutes after two.","to go to the bathroom,to go to work,to have a good time,to see the world,to go to bed,to take a shower,happy,happy .,smiles,personx gets a tan,lazy,proud[SEP]A bull's-eye shone on the face of a granddad clock under the break of the poop; the hour was twenty minutes after two."
1138446,heavy cross,None,EN,"to go to the store,to go to the party,to show off,to be a good person,to take a break,to make me feel better,happy,like a good person,sweats,personx gets tired,lucky,satisfied[SEP]The heavy cross which you are prepared to bear meekly, becomes light to the willing spirit.","to go to the store,to go to the party,to show off,to be a good person,to take a break,to make me feel better,happy,like a good person,sweats,personx gets tired,lucky,satisfied[SEP]The weighty cross which you are prepared to bear meekly, becomes light to the willing spirit.","Come, dear Margaret, I will keep with you, sit by you--show you, and all, that I forget your sin and remember only your suffering.""",It is by submission only that you can be made strong.,None,"to go to the store,to go to the party,to show off,to be a good person,to take a break,to make me feel better,happy,like a good person,sweats,personx gets tired,lucky,satisfied[SEP]The burden which you are prepared to bear meekly, becomes light to the willing spirit.","to go to the store,to go to the party,to show off,to be a good person,to take a break,to make me feel better,happy,like a good person,sweats,personx gets tired,lucky,satisfied[SEP]The weighty cross which you are prepared to bear meekly, becomes light to the willing spirit."
852534,number crunching,None,EN,"to open the notebook,to write,to make a number,to know what number crunching is,to make a number,to make a decision,accomplished,relieved,personx gets a headache,gets distracted,curious,intellectual[SEP]Crewe opened his notebook and commenced to make some number crunching in figures.","to open the notebook,to write,to make a number,to know what number crunching is,to make a number,to make a decision,accomplished,relieved,personx gets a headache,gets distracted,curious,intellectual[SEP]Crewe opened his notebook and commenced to make some crunching in figures.","Marsland meantime occupied himself by looking at the circle through the magnifying glass, and in counting the figures in its circumference.",,None,"to open the notebook,to write,to make a number,to know what number crunching is,to make a number,to make a decision,accomplished,relieved,personx gets a headache,gets distracted,curious,intellectual[SEP]Crewe opened his notebook and commenced to make some calculations in figures.","to open the notebook,to write,to make a number,to know what number crunching is,to make a number,to make a decision,accomplished,relieved,personx gets a headache,gets distracted,curious,intellectual[SEP]Crewe opened his notebook and commenced to make some crunching in figures."
60963,head hunter,None,EN,"to see something,to be looking at something,to find something,to make a mistake,to find something,to find the source,satisfied,like a winner,blushes,personx gets a tan,confused,determined[SEP]The hunter exclaimed: ""There's something there, chief, but even my eyes couldn't tell they were bodies.""","to see something,to be looking at something,to find something,to make a mistake,to find something,to find the source,satisfied,like a winner,blushes,personx gets a tan,confused,determined[SEP]The head hunter exclaimed: ""There's something there, chief, but even my eyes couldn't tell they were bodies.""",The party proceeded to the spot and found two skeletons.,"Harold looked in the direction in which the chief pointed, but could see nothing.",1,empty,empty
800152,small fry,None,EN,"to read,to make a copy,to know the truth,to be the best,to write,to get a good grade,accomplished,like a fraud,writes,makes a mistake,stupid,lazy[SEP]Even the small fry pamphlets, once ascribed to his pen, have since been proved to be the work of others.","to read,to make a copy,to know the truth,to be the best,to write,to get a good grade,accomplished,like a fraud,writes,makes a mistake,stupid,lazy[SEP]Even the little fry pamphlets, once ascribed to his pen, have since been proved to be the work of others.",,,None,"to read,to make a copy,to know the truth,to be the best,to write,to get a good grade,accomplished,like a fraud,writes,makes a mistake,stupid,lazy[SEP]Even the insignificant pamphlets, once ascribed to his pen, have since been proved to be the work of others.","to read,to make a copy,to know the truth,to be the best,to write,to get a good grade,accomplished,like a fraud,writes,makes a mistake,stupid,lazy[SEP]Even the little fry pamphlets, once ascribed to his pen, have since been proved to be the work of others."
414632,front runner,None,EN,"to go to the beach,to make a plan,to win the race,to show off,to win the race,to take a break,happy,like a winner,personx wins the race,smiles,lucky,successful[SEP]It became a front runner place of summer resort.","to go to the beach,to make a plan,to win the race,to show off,to win the race,to take a break,happy,like a winner,personx wins the race,smiles,lucky,successful[SEP]It became a forepart runner place of summer resort.","In 1879 a new chapel was built, and in 1895 the district of Dundurn was erected into a parish _quoad sacra_.",Latterly there had sprung up by the shores of the beautiful lake a hamlet which called itself St. Fillans.,None,"to go to the beach,to make a plan,to win the race,to show off,to win the race,to take a break,happy,like a winner,personx wins the race,smiles,lucky,successful[SEP]It became a favourite place of summer resort.","to go to the beach,to make a plan,to win the race,to show off,to win the race,to take a break,happy,like a winner,personx wins the race,smiles,lucky,successful[SEP]It became a forepart runner place of summer resort."
346223,baby blues,None,EN,"to go to school,to be in school,to have a good time,to have a good day,to have a good time,to tell everyone about the event,happy,good,smiles,personx smiles back,happy,determined[SEP]Therefore he smiled up into Jerry's misty blue eyes and answered: ""I could begin work when school closes toward the end of June.""","to go to school,to be in school,to have a good time,to have a good day,to have a good time,to tell everyone about the event,happy,good,smiles,personx smiles back,happy,determined[SEP]Therefore he smiled up into Jerry's misty baby blues and answered: ""I could begin work when school closes toward the end of June.""",I wish you could make it earlier.,One can only do one's best and that the boy was determined to do.,1,empty,empty
1022431,blood bath,None,EN,"to go to the party,to find out what the problem is,to inform,to make sure the people are safe,to go to the party,to have a party,happy,like a good listener,personx is arrested,personx gets shot,responsible,happy[SEP]""The next time we send out a party for wood is when the massacre is going to take place,"" said he, when the Captain had explained everything.","to go to the party,to find out what the problem is,to inform,to make sure the people are safe,to go to the party,to have a party,happy,like a good listener,personx is arrested,personx gets shot,responsible,happy[SEP]""The next time we send out a party for wood is when the blood bath is going to take place,"" said he, when the Captain had explained everything.","""We must be on the lookout for that.","Captain Kendall made answer for him, and it was not long before the frown on his face vanished and a troubled expression came to take its place.",1,empty,empty
93528,head teacher,None,EN,"to be a teacher,to find out what the problem is,to win the game,to be the best,to win the game,to go to the gym,satisfied,stupid,personx sweats from nervousness,personx cries,lucky,satiated[SEP]Mike with a feeling of relief--for Stout Denial, unsupported by any weighty evidence, is a wearing game to play--the head teacher with astonishment.","to be a teacher,to find out what the problem is,to win the game,to be the best,to win the game,to go to the gym,satisfied,stupid,personx sweats from nervousness,personx cries,lucky,satiated[SEP]Mike with a feeling of relief--for Stout Denial, unsupported by any weighty evidence, is a wearing game to play--the mind teacher with astonishment.",It was a boy in the same house.,Mike and the headmaster both looked at the speaker.,None,"to be a teacher,to find out what the problem is,to win the game,to be the best,to win the game,to go to the gym,satisfied,stupid,personx sweats from nervousness,personx cries,lucky,satiated[SEP]Mike with a feeling of relief--for Stout Denial, unsupported by any weighty evidence, is a wearing game to play--the headmaster with astonishment.","to be a teacher,to find out what the problem is,to win the game,to be the best,to win the game,to go to the gym,satisfied,stupid,personx sweats from nervousness,personx cries,lucky,satiated[SEP]Mike with a feeling of relief--for Stout Denial, unsupported by any weighty evidence, is a wearing game to play--the mind teacher with astonishment."
