ID,MWE1,MWE2,Language,sentence_1,sentence_2,sim,alternative_1,alternative_2,sentence_previous,sentence_next,label
15066,melting pot,None,EN,Too much rotten stone will cut down the polish and by absorbing the melting pot will leave the pad dry.,Too much rotten stone will cut down the polish and by absorbing the unfrozen pot will leave the pad dry.,None,Too much rotten stone will cut down the polish and by absorbing the mixture will leave the pad dry.,Too much rotten stone will cut down the polish and by absorbing the unfrozen pot will leave the pad dry.,If at any time too much shellac is used it will pile up and form rings.,If too much oil is used the polish will become dull after a day or two.,0
722178,memory lane,None,EN,These are the forms of chastity which during the memory lane two centuries many fine-souled men have vigorously rejected.,These are the forms of chastity which during the retention lane two centuries many fine-souled men have vigorously rejected.,None,These are the forms of chastity which during the past two centuries many fine-souled men have vigorously rejected.,These are the forms of chastity which during the retention lane two centuries many fine-souled men have vigorously rejected.,"And if it is merely an external acceptance of conventions without any further acceptance, even in act, then it is a contemptible farce.",None,0
67295,honey trap,None,EN,She spoke little--she never played--no toys could lure her--even the poor dog failed to win her notice.,She spoke little--she never played--no toys could honey trap her--even the poor dog failed to win her notice.,1,empty,empty,"Hitherto, with all the eccentricities or deficiencies of her mind, had mingled a wild and airy gaiety.",If she was told to do anything she stared vacantly and stirred not.,0
905653,glass ceiling,None,EN,"We still meet with atolls in the Chinese Seas, and madreporic barrier reefs are abundant round the Marianne and Philippine Islands.","We still meet with atolls in the Chinese Seas, and madreporic glass ceiling reefs are abundant round the Marianne and Philippine Islands.",1,empty,empty,None,None,0
245174,memory lane,None,EN,"And, presently he rode swiftly at a gallop memory lane the ranch buildings and drew up before the house.","And, presently he rode swiftly at a gallop retention lane the ranch buildings and drew up before the house.",None,"And, presently he rode swiftly at a gallop past the ranch buildings and drew up before the house.","And, presently he rode swiftly at a gallop retention lane the ranch buildings and drew up before the house.",In ten his identity was distinguishable.,The rack of that moment was superlative.,0
1078401,head hunter,None,EN,"The chief hunter very soon espied the beautiful fawn with the golden collar, pointed it out to the king, and they determined to hunt it.","The chief head hunter very soon espied the beautiful fawn with the golden collar, pointed it out to the king, and they determined to hunt it.",1,empty,empty,"She opened the door, and said, ""I will let you go this time; but pray do not forget to say what I told you, when you return this evening.""",None,0
1120264,smoking gun,None,EN,"The whole development of the relations between them must be acknowledged as a triumph of art, and smoking gun of “nice” feeling.","The whole development of the relations between them must be acknowledged as a triumph of art, and smoky gun of “nice” feeling.",None,"The whole development of the relations between them must be acknowledged as a triumph of art, and conclusive evidence of “nice” feeling.","The whole development of the relations between them must be acknowledged as a triumph of art, and smoky gun of “nice” feeling.",None,None,0
144228,blue blood,None,EN,"""The lady of Burgundy sends herewith a letter and a jewel which she hopes the blue blood Count of Hapsburg will accept as tokens of her esteem.","""The lady of Burgundy sends herewith a letter and a jewel which she hopes the azure lifeblood Count of Hapsburg will accept as tokens of her esteem.",None,"""The lady of Burgundy sends herewith a letter and a jewel which she hopes the noble Count of Hapsburg will accept as tokens of her esteem.","""The lady of Burgundy sends herewith a letter and a jewel which she hopes the azure lifeblood Count of Hapsburg will accept as tokens of her esteem.",None,"""May God and the Blessed Virgin keep His Grace of Styria in their especial care.""",0
19158,memory lane,None,EN,"He went on memory lane Trinity, memory lane the ruddy brick of St. John's.","He went on retention lane Trinity, retention lane the ruddy brick of St. John's.",None,"He went on past Trinity, past the ruddy brick of St. John's.","He went on retention lane Trinity, retention lane the ruddy brick of St. John's.",Perhaps presently he would miss him.,The curve of the street hid him from Prothero's eyes.,0
538061,small fry,None,EN,"I felt that my departure, like that of some insignificant guest, would meet notice from none: not one to ask what became of him?","I felt that my departure, like that of some small fry guest, would meet notice from none: not one to ask what became of him?",1,empty,empty,"And, if so, who could less easily be missed than he who had neither friend, nor family, nor fortune.",when did he leave us?,0
960638,big wig,None,EN,"That big wig read the despatch with increasing derision, which he did not take the trouble to conceal.","That large wig read the despatch with increasing derision, which he did not take the trouble to conceal.",None,"That important person read the despatch with increasing derision, which he did not take the trouble to conceal.","That large wig read the despatch with increasing derision, which he did not take the trouble to conceal.","Then he went up stairs, straight to the general manager.","""The rate from Tripoli to London is a shilling a word,"" he said.",0
12205,elbow room,None,EN,Limitations of space prevent the inclusion of many other artists and teachers.,Limitations of elbow room prevent the inclusion of many other artists and teachers.,1,empty,empty,"It is hoped the various hints and precepts they have given, may prove of benefit to singers and teachers.","150 West 80 Street, New York City.",0
1148019,fine line,None,EN,Since the night they had spoken of Captain Ellerey there had arisen a subtle difference in their relations toward each other.,Since the night they had spoken of Captain Ellerey there had arisen a fine line in their relations toward each other.,1,empty,empty,None,"It hardly amounted to restraint, but the Countess was more reserved, and the Princess talked little of her hopes and plans.",0
435344,front runner,None,EN,Other than waterfowl had chosen this secluded spot for their front runner dwelling-place.,Other than waterfowl had chosen this secluded spot for their forepart runner dwelling-place.,None,Other than waterfowl had chosen this secluded spot for their favourite dwelling-place.,Other than waterfowl had chosen this secluded spot for their forepart runner dwelling-place.,None,None,0
549898,grandfather clock,None,EN,A bull's-eye shone on the face of a grandfather clock under the break of the poop; the hour was twenty minutes after two.,A bull's-eye shone on the face of a granddad clock under the break of the poop; the hour was twenty minutes after two.,None,A bull's-eye shone on the face of a clock under the break of the poop; the hour was twenty minutes after two.,A bull's-eye shone on the face of a granddad clock under the break of the poop; the hour was twenty minutes after two.,None,Nothing stirred on the main deck and waist; the forward part of the ship was hidden in blackness.,0
702417,role model,None,EN,"Perhaps her own inspiration will rest upon her successor, and so she will indeed help to carry on the work which she has done so beautifully.","Perhaps her own role model will rest upon her successor, and so she will indeed help to carry on the work which she has done so beautifully.",1,empty,empty,"I suppose it was very good to _her_ to be summoned from a state of feebleness; but it will not be easy, I believe, to fill the vacant place.",None,0
116234,role model,None,EN,"One, evidently from the pen of a Cockney; and the other, the poetical role model of a free and enlightened.","One, evidently from the pen of a Cockney; and the other, the poetical function example of a free and enlightened.",None,"One, evidently from the pen of a Cockney; and the other, the poetical inspiration of a free and enlightened.","One, evidently from the pen of a Cockney; and the other, the poetical function example of a free and enlightened.","There are other effusions equally creditable to their authors; but there is also a mass of rubbish, from which I will only inflict two specimens.","Cockney poet-- ""Next to the bliss of seeing Sarah, Is that of seeing Niagara.""",0
1138446,heavy cross,None,EN,"The heavy cross which you are prepared to bear meekly, becomes light to the willing spirit.","The weighty cross which you are prepared to bear meekly, becomes light to the willing spirit.",None,"The burden which you are prepared to bear meekly, becomes light to the willing spirit.","The weighty cross which you are prepared to bear meekly, becomes light to the willing spirit.",It is by submission only that you can be made strong.,"Come, dear Margaret, I will keep with you, sit by you--show you, and all, that I forget your sin and remember only your suffering.""",0
852534,number crunching,None,EN,Crewe opened his notebook and commenced to make some number crunching in figures.,Crewe opened his notebook and commenced to make some crunching in figures.,None,Crewe opened his notebook and commenced to make some calculations in figures.,Crewe opened his notebook and commenced to make some crunching in figures.,None,"Marsland meantime occupied himself by looking at the circle through the magnifying glass, and in counting the figures in its circumference.",0
60963,head hunter,None,EN,"The hunter exclaimed: ""There's something there, chief, but even my eyes couldn't tell they were bodies.""","The head hunter exclaimed: ""There's something there, chief, but even my eyes couldn't tell they were bodies.""",1,empty,empty,"Harold looked in the direction in which the chief pointed, but could see nothing.",The party proceeded to the spot and found two skeletons.,0
744764,elbow room,None,EN,"In the art of forgetting lies one's only chance of elbow room from remorse for the past, and the inconveniences of the future.","In the art of forgetting lies one's only chance of joint room from remorse for the past, and the inconveniences of the future.",None,"In the art of forgetting lies one's only chance of freedom from remorse for the past, and the inconveniences of the future.","In the art of forgetting lies one's only chance of joint room from remorse for the past, and the inconveniences of the future.",None,"Believe me, if we can only master thoroughly this hitherto neglected art, we need have no further fears either for our digestions or complexions.",0
93460,rocket science,None,EN,Wholesale migration of the more thrifty has made the already rocket science of readjustment more complicated.,Wholesale migration of the more thrifty has made the already projectile knowledge of readjustment more complicated.,None,Wholesale migration of the more thrifty has made the already difficult problem of readjustment more complicated.,Wholesale migration of the more thrifty has made the already projectile knowledge of readjustment more complicated.,"The credit of the country has been mined, and panic is spreading rapidly.","Those who remain behind are literally suffering from physical, intellectual, and moral starvation.",0
398782,glass ceiling,None,EN,Their two properties touched each other; but the slight glass ceiling separating them was marked with blood.,Their two properties touched each other; but the slight mirror ceiling separating them was marked with blood.,None,Their two properties touched each other; but the slight barrier separating them was marked with blood.,Their two properties touched each other; but the slight mirror ceiling separating them was marked with blood.,"She resided with her family at Annesley, a seat two miles distant from Newstead Abbey.",None,0
800152,small fry,None,EN,"Even the small fry pamphlets, once ascribed to his pen, have since been proved to be the work of others.","Even the little fry pamphlets, once ascribed to his pen, have since been proved to be the work of others.",None,"Even the insignificant pamphlets, once ascribed to his pen, have since been proved to be the work of others.","Even the little fry pamphlets, once ascribed to his pen, have since been proved to be the work of others.",None,None,0
414632,front runner,None,EN,It became a front runner place of summer resort.,It became a forepart runner place of summer resort.,None,It became a favourite place of summer resort.,It became a forepart runner place of summer resort.,Latterly there had sprung up by the shores of the beautiful lake a hamlet which called itself St. Fillans.,"In 1879 a new chapel was built, and in 1895 the district of Dundurn was erected into a parish _quoad sacra_.",0
363651,elbow room,None,EN,"This keel, triangular in section, widened out amidships to form a space for a cabin and the wireless compartment.","This keel, triangular in section, widened out amidships to form a elbow room for a cabin and the wireless compartment.",1,empty,empty,"In this design the keel was provided for accommodation purposes only, and in no way increased the structural stability of the ship as in No.","The fins and rudders, which were adopted, were based entirely on submarine experience, and the Zeppelin method was ignored.",0
1113575,elbow room,None,EN,After that he went to Peru and aided the Peruvians in establishing their freedom and a part of the country was named Bolivia in his honor.,After that he went to Peru and aided the Peruvians in establishing their elbow room and a part of the country was named Bolivia in his honor.,1,empty,empty,"But he was undaunted, and coming back whipped the Spaniards once more and helped to unite New Granada and Venezuela into the Republic of Colombia.","He died in 1842.” “Certainly a great man,” said Darry.",0
346223,baby blues,None,EN,"Therefore he smiled up into Jerry's misty blue eyes and answered: ""I could begin work when school closes toward the end of June.""","Therefore he smiled up into Jerry's misty baby blues and answered: ""I could begin work when school closes toward the end of June.""",1,empty,empty,One can only do one's best and that the boy was determined to do.,I wish you could make it earlier.,0
47119,blue blood,None,EN,"Signor Testa was a tall, thin man, of rather cold and stately manners, with a fine-looking, noble head covered with curly brown hair.","Signor Testa was a tall, thin man, of rather cold and stately manners, with a fine-looking, blue blood head covered with curly brown hair.",1,empty,empty,"I learned Italian later in life, and with a far inferior master.",None,0
1176489,role model,None,EN,"Though incapable of induction or generalization in the modern sense, they caught an inspiration from the external world.","Though incapable of induction or generalization in the modern sense, they caught an role model from the external world.",1,empty,empty,None,None,0
71856,memory lane,None,EN,"Once, wandering in the border gray, I spied one memory lane me swim; I caught it on its truant way To nowhere in the dim.","Once, wandering in the border gray, I spied one retention lane me swim; I caught it on its truant way To nowhere in the dim.",None,"Once, wandering in the border gray, I spied one past me swim; I caught it on its truant way To nowhere in the dim.","Once, wandering in the border gray, I spied one retention lane me swim; I caught it on its truant way To nowhere in the dim.","Some dreams, in slumber's twilight, sly Through the ivory wicket creep; Then suddenly the inward eye Sees them outside the sleep.",None,0
1173827,fair play,None,EN,"""Let Jupiter be witness, with what integrity I shall declare my opinion.""","""Let Jupiter be witness, with what fair play I shall declare my opinion.""",1,empty,empty,I can not forbear noticing the manner in which Francis translates the following [Greek: _nae Di ero_].,The original means nothing of the kind.,0
753629,front runner,None,EN,"Two years after the eventful morning of her departure from Madras, Hester was seated one afternoon in her favourite nook in the Rectory garden.","Two years after the eventful morning of her departure from Madras, Hester was seated one afternoon in her front runner nook in the Rectory garden.",1,empty,empty,None,The painful past had not failed to leave its traces on the deep-hearted girl.,0
1022431,blood bath,None,EN,"""The next time we send out a party for wood is when the massacre is going to take place,"" said he, when the Captain had explained everything.","""The next time we send out a party for wood is when the blood bath is going to take place,"" said he, when the Captain had explained everything.",1,empty,empty,"Captain Kendall made answer for him, and it was not long before the frown on his face vanished and a troubled expression came to take its place.","""We must be on the lookout for that.",0
93528,head teacher,None,EN,"Mike with a feeling of relief--for Stout Denial, unsupported by any weighty evidence, is a wearing game to play--the head teacher with astonishment.","Mike with a feeling of relief--for Stout Denial, unsupported by any weighty evidence, is a wearing game to play--the mind teacher with astonishment.",None,"Mike with a feeling of relief--for Stout Denial, unsupported by any weighty evidence, is a wearing game to play--the headmaster with astonishment.","Mike with a feeling of relief--for Stout Denial, unsupported by any weighty evidence, is a wearing game to play--the mind teacher with astonishment.",Mike and the headmaster both looked at the speaker.,It was a boy in the same house.,0
133706,blue blood,None,EN,More than one British house of high consideration owes its affluence to the good luck of some ancestor in the blue blood art of pillage.,More than one British house of high consideration owes its affluence to the good luck of some ancestor in the azure lifeblood art of pillage.,None,More than one British house of high consideration owes its affluence to the good luck of some ancestor in the noble art of pillage.,More than one British house of high consideration owes its affluence to the good luck of some ancestor in the azure lifeblood art of pillage.,"Sir William's language is valuable, as showing what sort of prizes were then in the wheel of Fortune, with military men only to take tickets.","Yet how often do we come across, in English books, denunciations of the deeds of plunder done by the French in Spain and Portugal!",0
749727,blue blood,None,EN,"A noble emulation reigned among the Hospitallers, and they contended only which should fly to the perilous service.","A blue blood emulation reigned among the Hospitallers, and they contended only which should fly to the perilous service.",1,empty,empty,None,None,0
1171531,baby blues,None,EN,"He crossed to where Dan sat and pointed with a long forefinger to the printed words, his mild blue eyes beaming with excitement.","He crossed to where Dan sat and pointed with a long forefinger to the printed words, his mild baby blues beaming with excitement.",1,empty,empty,"""I've got about as fur as this here place.""","""I reckon I kin read that by myself,"" he added with an embarrassed laugh.",0
507266,brass ring,None,EN,They were diverted from one brass ring to another.,They were diverted from one metal ring to another.,None,They were diverted from one prize to another.,They were diverted from one metal ring to another.,"Distraught by so many successes, the Germans grew frantic.",The British set their backs to the wall.,0
1001205,baby blues,None,EN,"Groholsky was reading an article by Anonymous, and after every dozen lines he raised his blue eyes to Liza’s back.","Groholsky was reading an article by Anonymous, and after every dozen lines he raised his baby blues to Liza’s back.",1,empty,empty,None,"The same passionate, fervent love was shining in those eyes still.",0
440784,blue blood,None,EN,I consider it my duty as a gentleman to say that his bearing through the ordeal did credit to his blue blood family and his personal character.,I consider it my duty as a gentleman to say that his bearing through the ordeal did credit to his azure lifeblood family and his personal character.,None,I consider it my duty as a gentleman to say that his bearing through the ordeal did credit to his noble family and his personal character.,I consider it my duty as a gentleman to say that his bearing through the ordeal did credit to his azure lifeblood family and his personal character.,"M. de Hausée, of purer blood, is like those players who, in spite of an air of indifference at great losses, feel them none the less.",None,0
535475,elbow room,None,EN,"some Indian audibly protested, and for a space the room was a riot of laughter, for the Crees had seen Fleur, the ""man-killer.""","some Indian audibly protested, and for a elbow room the room was a riot of laughter, for the Crees had seen Fleur, the ""man-killer.""",1,empty,empty,None,None,0
603474,melting pot,None,EN,"Then the melting pot must be divided equally between two cups, and neither person may depart until both cups are alike drained.","Then the unfrozen pot must be divided equally between two cups, and neither person may depart until both cups are alike drained.",None,"Then the mixture must be divided equally between two cups, and neither person may depart until both cups are alike drained.","Then the unfrozen pot must be divided equally between two cups, and neither person may depart until both cups are alike drained.",None,"While this man was about to bleed himself, one of the natives pierced his breast from one side with a lance.",0
232379,brass ring,None,EN,"""I am an officer of the United States navy, and my business is to make a prize of this steamer and her cargo,"" replied Christy.","""I am an officer of the United States navy, and my business is to make a brass ring of this steamer and her cargo,"" replied Christy.",1,empty,empty,"demanded, in a very tame tone, the man in front of him.","You did not give me your name, sir,"" added the man.",0
968099,small fry,None,EN,"He turned to her to speak an insignificant part of his measureless gratitude, but he was choked, blinded, by a passion of honor and homage.","He turned to her to speak an small fry part of his measureless gratitude, but he was choked, blinded, by a passion of honor and homage.",1,empty,empty,None,"Her gaze sought him, and there was a faint tremor of her lips; it grew into the shadow of an ironic smile.",0
682979,front runner,None,EN,"But perhaps it is your favourite instrument, perfected in the course of foreign travel, and I am trampling on your feelings unawares.""","But perhaps it is your front runner instrument, perfected in the course of foreign travel, and I am trampling on your feelings unawares.""",1,empty,empty,I wonder people ever play the comb; it is so plaintive.,"""I used to play upon it,"" said John, ""but not of late years.",0
1018126,front runner,None,EN,"When Malcolm Blair entered the University of St Andrews, he might have been considered a front runner of Fortune.","When Malcolm Blair entered the University of St Andrews, he might have been considered a forepart runner of Fortune.",None,"When Malcolm Blair entered the University of St Andrews, he might have been considered a favourite of Fortune.","When Malcolm Blair entered the University of St Andrews, he might have been considered a forepart runner of Fortune.","Yet, twenty years before, he began his career under the most favourable auspices.","He was the only son and the pride of his father, a prosperous farmer.",0
604520,glass ceiling,None,EN,... You will have seen Mr. Murray's views on the formation of atolls and glass ceiling reefs.,... You will have seen Mr. Murray's views on the formation of atolls and mirror ceiling reefs.,None,... You will have seen Mr. Murray's views on the formation of atolls and barrier reefs.,... You will have seen Mr. Murray's views on the formation of atolls and mirror ceiling reefs.,The following letter refers to this subject:] CHARLES DARWIN TO A. AGASSIZ.,None,0
174827,honey trap,None,EN,"Top of column, ""next to reading,"" as its contract specified, the lure of the Neverfail Company stood forth, bold and black.","Top of column, ""next to reading,"" as its contract specified, the honey trap of the Neverfail Company stood forth, bold and black.",1,empty,empty,"Well, not to go any farther, what about this for honesty?""","""Boon to Troubled Womanhood"" was the heading.",0
1099983,role model,None,EN,"Yellow-backed French novels abounded (French novels, I must confess, were an abiding inspiration of Gaston’s genius).","Yellow-backed French novels abounded (French novels, I must confess, were an abiding role model of Gaston’s genius).",1,empty,empty,"So this man smoked, thought Marjorie irefully--_smoked_ in his beautiful, refined wife’s living-room!",The neighbourhood of the piano was strewn with French songs.,0
145196,brass ring,None,EN,"She took a first brass ring at Ghent in 1829, and became a pupil of her uncle, Henri van Assche, who was often called the painter of waterfalls.","She took a first metal ring at Ghent in 1829, and became a pupil of her uncle, Henri van Assche, who was often called the painter of waterfalls.",None,"She took a first prize at Ghent in 1829, and became a pupil of her uncle, Henri van Assche, who was often called the painter of waterfalls.","She took a first metal ring at Ghent in 1829, and became a pupil of her uncle, Henri van Assche, who was often called the painter of waterfalls.","<b>ASSCHE, ISABEL CATHERINE VAN.</b> She was born at Brussels, 1794.",None,0
905726,double cross,None,EN,"Then she fairly ran away, embarrassed by her unwonted double cross of feeling.","Then she fairly ran away, embarrassed by her unwonted two cross-mark of feeling.",None,"Then she fairly ran away, embarrassed by her unwonted betrayal of feeling.","Then she fairly ran away, embarrassed by her unwonted two cross-mark of feeling.","""You have made me rich already, and the house doesn't matter.""",None,0
350409,memory lane,None,EN,The nationalist pioneers taught their fellow-countrymen their historic glories and awakened both pride of past and confidence in the future.,The nationalist pioneers taught their fellow-countrymen their historic glories and awakened both pride of memory lane and confidence in the future.,1,empty,empty,None,Similarly with the Turkish language; the early nationalists found it virtually cleft in twain.,0
1084601,blue blood,None,EN,"To revive their spirits, their Aunt took them to walk in the noble gardens of Lord Glenmore.","To revive their spirits, their Aunt took them to walk in the blue blood gardens of Lord Glenmore.",1,empty,empty,None,"Among the beds of flowers, was a plot of tulips of the finest forms, and the brightest colours: one of the tulips the Aunt plucked, and gave to Kate.",0
1014942,memory lane,None,EN,I see continual regrets that the memory lane is passed--but why?,I see continual regrets that the retention lane is passed--but why?,None,I see continual regrets that the past is passed--but why?,I see continual regrets that the retention lane is passed--but why?,I see continual denunciations of the unrest in India.,Continual threats are breathed towards India.,0
431968,blue blood,None,EN,"Oh, how Vandervelt must sigh for that blue blood dais, the only throne in the Republic, the throne of American justice.","Oh, how Vandervelt must sigh for that azure lifeblood dais, the only throne in the Republic, the throne of American justice.",None,"Oh, how Vandervelt must sigh for that noble dais, the only throne in the Republic, the throne of American justice.","Oh, how Vandervelt must sigh for that azure lifeblood dais, the only throne in the Republic, the throne of American justice.","The other's for life, lasting honor.","Think, how Livingstone would defile it!",0
844498,brass ring,None,EN,"Why, that feller could grab the first brass ring in the Havana lottery if he ever wanted to go down to Cuba and take a chance.","Why, that feller could grab the first metal ring in the Havana lottery if he ever wanted to go down to Cuba and take a chance.",None,"Why, that feller could grab the first prize in the Havana lottery if he ever wanted to go down to Cuba and take a chance.","Why, that feller could grab the first metal ring in the Havana lottery if he ever wanted to go down to Cuba and take a chance.","What a circus it was, and such great luck.","He can sure do anything!""",0
93220,brass ring,None,EN,"Sophocles wrote the astonishing number of one hundred and thirty plays, and carried off the first brass ring twenty-four times.","Sophocles wrote the astonishing number of one hundred and thirty plays, and carried off the first metal ring twenty-four times.",None,"Sophocles wrote the astonishing number of one hundred and thirty plays, and carried off the first prize twenty-four times.","Sophocles wrote the astonishing number of one hundred and thirty plays, and carried off the first metal ring twenty-four times.","He lived to be ninety years old, and produced the most beautiful of his tragedies in his eightieth year, the ""Oedipus at Colonus.""","His ""Antigone"" was written when he was forty-five, and when Euripides had already gained a prize.",0
419773,grandfather clock,None,EN,The clock case is securely fastened to the top of the pillar but with provision for adjustment in azimuth.,The grandfather clock case is securely fastened to the top of the pillar but with provision for adjustment in azimuth.,1,empty,empty,The pillar is of rectangular cross section and well proportioned.,"The clock has ample driving power, is very carefully constructed and regulated by friction governor (Design Prof.",0
421644,blue blood,None,EN,"The only blue blood open-air work of native art in the four-million city, they rest there supreme and are the centre.","The only azure lifeblood open-air work of native art in the four-million city, they rest there supreme and are the centre.",None,"The only noble open-air work of native art in the four-million city, they rest there supreme and are the centre.","The only azure lifeblood open-air work of native art in the four-million city, they rest there supreme and are the centre.",They are no more touched than Time itself by the alternations of the seasons.,"Did such a work exist now in Venice, what immense folios would be issued about it!",0
195630,melting pot,None,EN,"The melting pot of soap and glycerin produced from the fat and soda is therefore treated with brine, a process called ""cutting the soap.""","The unfrozen pot of soap and glycerin produced from the fat and soda is therefore treated with brine, a process called ""cutting the soap.""",None,"The mixture of soap and glycerin produced from the fat and soda is therefore treated with brine, a process called ""cutting the soap.""","The unfrozen pot of soap and glycerin produced from the fat and soda is therefore treated with brine, a process called ""cutting the soap.""","Now glycerin is soluble in water containing dissolved salt (brine), whilst soap is insoluble, though soluble in pure water.","The soap separates out in the solid form as a curdy mass, which can be easily separated.",0
125973,memory lane,None,EN,"Next to Valencia and its past glories, Greece claimed his admiration.","Next to Valencia and its memory lane glories, Greece claimed his admiration.",1,empty,empty,"Fortunately he had confined himself to local literature, and his inspiration would not admit any other drapery than that of Valencian verse.",None,0
1166194,head hunter,None,EN,"SIR,--I am informed by Major-General Hunter that he is sending Colonel Higginson on an important mission in the southerly part of his Department.","SIR,--I am informed by Major-General Hunter that he is sending Colonel Higginson on an important mission in the southerly part of his Department.",None,"SIR,--I am informed by Major-General Hunter that he is sending Colonel Higginson on an important mission in the southerly part of his Department.","SIR,--I am informed by Major-General Hunter that he is sending Colonel Higginson on an important mission in the southerly part of his Department.","FLAG SHIP WABASH, PORT ROYAL HARBOR, S. C., March 6, 1863.",None,0
1045313,elbow room,None,EN,"I don't mind your picking one another to pieces, but this feud of yours about the space worthiness of the Cerebus III has the whole crew upset.""","I don't mind your picking one another to pieces, but this feud of yours about the elbow room worthiness of the Cerebus III has the whole crew upset.""",1,empty,empty,"""I warned you two days ago to lay off.",Skip and Bull looked guiltily at one another.,0
621139,role model,None,EN,"Two other noted investigators, one of them a contemporary of Galileo, owed much to the inspiration and encouragement which they received from women.","Two other noted investigators, one of them a contemporary of Galileo, owed much to the role model and encouragement which they received from women.",1,empty,empty,"The eighth of January, 1642, he answered her call and went to join her in a better world.",These were Descartes and Leibnitz.,0
948993,smoking gun,None,EN,No more conclusive evidence is needed that the scheme has promoted the growth of factions.,No more smoking gun is needed that the scheme has promoted the growth of factions.,1,empty,empty,"In Queensland this has not been done, and the consequence is that a large proportion of the electors refuse to give more than one preference.",None,0
677582,grandfather clock,None,EN,"The grandfather clock on the mantel-piece pointed to two, the fire was out, and the room desolate.","The granddad clock on the mantel-piece pointed to two, the fire was out, and the room desolate.",None,"The clock on the mantel-piece pointed to two, the fire was out, and the room desolate.","The granddad clock on the mantel-piece pointed to two, the fire was out, and the room desolate.","He too slept soundly, though he had not undressed, but lay covered by a blanket on the sofa.","Making her own determination, but leaving it for the present for fear of disturbing Jem, she went back to Meg.",0
389780,brass ring,None,EN,"Judge of my amazement when this got the brass ring (£5), and was published in serial form, running through three numbers of _Society_.","Judge of my amazement when this got the metal ring (£5), and was published in serial form, running through three numbers of _Society_.",None,"Judge of my amazement when this got the prize (£5), and was published in serial form, running through three numbers of _Society_.","Judge of my amazement when this got the metal ring (£5), and was published in serial form, running through three numbers of _Society_.","In the joyful reaction I selected a story called ""Professor Grimmer,"" and sent it in.",None,0
593788,double cross,None,EN,"Mr. Adams was not afflicted with that weakness, and so the more to be censured for this palpable double cross of a trust so important.","Mr. Adams was not afflicted with that weakness, and so the more to be censured for this palpable two cross-mark of a trust so important.",None,"Mr. Adams was not afflicted with that weakness, and so the more to be censured for this palpable betrayal of a trust so important.","Mr. Adams was not afflicted with that weakness, and so the more to be censured for this palpable two cross-mark of a trust so important.",None,I wish I could find some excuse for it.,0
832094,grandfather clock,None,EN,She was roused to a consciousness of time by hearing the neighbouring church grandfather clock strike twelve.,She was roused to a consciousness of time by hearing the neighbouring church granddad clock strike twelve.,None,She was roused to a consciousness of time by hearing the neighbouring church clock strike twelve.,She was roused to a consciousness of time by hearing the neighbouring church granddad clock strike twelve.,"She wearied herself with proposing plans, and rejecting them.","Her father she knew might be expected home any minute, and she was in no mood for a meeting with him.",0
209600,memory lane,None,EN,Houses nearing or memory lane the century mark also have their spavins and these should be recognized by the prospective buyer.,Houses nearing or retention lane the century mark also have their spavins and these should be recognized by the prospective buyer.,None,Houses nearing or past the century mark also have their spavins and these should be recognized by the prospective buyer.,Houses nearing or retention lane the century mark also have their spavins and these should be recognized by the prospective buyer.,"Having found an animal of the desired type and breed, the question arises, ""Is it sound of wind and limb?""","He can thus form some estimate of how extensive replacements are needed, even on first inspection.",0
532591,memory lane,None,EN,The great work of material development accomplished in the past has been done very largely by private capital and enterprise.,The great work of material development accomplished in the memory lane has been done very largely by private capital and enterprise.,1,empty,empty,We stand voiceless in the presence of opportunity and idle in the face of urgent national need.,Doubtless this must be the chief reliance for progress in the future.,0
155169,blue blood,None,EN,"The whole book comes from a noble nature, and so it impresses the reader.","The whole book comes from a blue blood nature, and so it impresses the reader.",1,empty,empty,Many of the remarks are delicately felt and finely written.,"But I may tell you what Mrs. Carlyle said last night, which will in some sense corroborate what I have said.",0
1014758,memory lane,None,EN,"There; we'll drop the subject now; no good reaping up things that are memory lane and done with.""","There; we'll drop the subject now; no good reaping up things that are retention lane and done with.""",None,"There; we'll drop the subject now; no good reaping up things that are past and done with.""","There; we'll drop the subject now; no good reaping up things that are retention lane and done with.""","A good old Scotch family it is, too; better than mine.",Sir Nash asked no more: neither did Arthur.,0
355844,melting pot,None,EN,"Add the hot sugar and boil very gently from three to five minutes, or until the melting pot will jelly when tested.","Add the hot sugar and boil very gently from three to five minutes, or until the unfrozen pot will jelly when tested.",None,"Add the hot sugar and boil very gently from three to five minutes, or until the mixture will jelly when tested.","Add the hot sugar and boil very gently from three to five minutes, or until the unfrozen pot will jelly when tested.","Boil the juice gently and steadily for twenty minutes, skimming when required.",Empty at once into hot glasses and set to cool.,0
423462,memory lane,None,EN,"Please trust me so far, and if I have offended or seemed to fail in this letter, remember my memory lane months in excuse.","Please trust me so far, and if I have offended or seemed to fail in this letter, remember my retention lane months in excuse.",None,"Please trust me so far, and if I have offended or seemed to fail in this letter, remember my past months in excuse.","Please trust me so far, and if I have offended or seemed to fail in this letter, remember my retention lane months in excuse.","""I am going to do my best for Corrie, whatever happens.",Flavia laid down the sheet of paper.,0
1014641,memory lane,None,EN,"Of marriage customs of the past less is known, as we have to bear in mind, than of their funeral ceremonies.","Of marriage customs of the memory lane less is known, as we have to bear in mind, than of their funeral ceremonies.",1,empty,empty,None,None,0
